Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,1421
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",887
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,382
137389166280413,Estácio,Estácio,369
465235726843103,Ambev,Ambev,341
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,307
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,241
100359566010068,Prefeitura de Tucuruí,Prefeitura de Tucuruí,229
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,185
255804437808407,Vale,Vale,163
656965247684115,Zequinha Marinho,Zequinha Marinho,161
112830251033781,Tiger,GRUPO HEINEKEN,148
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,128
171169022896525,Guaraná Antarctica,Ambev,124
644691802244395,Bordalo,Carlos Bordalo,107
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,106
112021296931600,Mônica Lopes,IBPOM,103
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
104401494401878,Claudomiro Gomes,Claudomiro Gomes Da Silva,≤100
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
152338908863109,William Dornela,William Dornela,≤100
198849783539777,Buscofem,These ads ran without a disclaimer,≤100
113165042099382,Brasil 61,Brasil 61,≤100
156757601148419,Blog do Sávio Barbosa,Blog do Sávio Barbosa,≤100
100107594927557,Portal O PODER,Pontual pesquisas e mídias Eireli,≤100
133602516654912,Jader Barbalho,Jader Barbalho,≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
170797776305287,Brasilprev,These ads ran without a disclaimer,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
178056955572553,Baterias Moura,These ads ran without a disclaimer,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
501423583268967,Vivix Vidros Planos,These ads ran without a disclaimer,≤100
258088921369,TOTVS,TOTVS,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
188019017925352,Fundação Lemann,Fundação Lemann,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
107625143949627,Mariana Brito Soares,Mariana Brito Soares,≤100
111241944518289,Legislativo na Prática,Instituto Dankemo,≤100
1064437677075671,Blenda Quaresma,Blenda Quaresma,≤100
107809564197704,Cetur - Conselho Empresarial de Turismo da CNC,"CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
172704309442326,Liberty Seguros,These ads ran without a disclaimer,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
108472625325712,Vereador João de Barros Mil Grau,Vereador João de Barros Mil Grau,≤100
107318201742773,Gerador de Votos,Carlos Bomfim,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
103748575177161,Portal da Cidade Tucuruí,Portal da Cidade Tucuruí,≤100
105933125105087,Aqui Pela Saúde Dela,Organon,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,≤100
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,≤100
110418455214538,Bernardo K.,Filhos do Trovão,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
201878973201295,Republicanos10,Republicanos10,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
173480706086444,The Nature Conservancy Brasil,The Nature Conservancy Brasil,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
163893463708223,Marcelo Vitorino,IDP,≤100
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,≤100
242062609325601,Agenda 227,ANDI AGENCIA DE NOTICIAS DOS DIREITOS DA INFANCIA,≤100
489012484462741,Abrasel,Abrasel,≤100
104486751876738,Tenente Coronel Zucco,Luciano Zucco,≤100
