Page ID,Page name,Disclaimer,Amount spent (BRL)
124116941088719,Prefeitura de Macapá,Munícipio de Macapá,107
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
687008454694990,Randolfe Rodrigues,Randolfh Frederich Rodrigues Alves,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,≤100
104306478127290,Dudu Tavares,EDUARDO DOS SANTOS TAVARES,≤100
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,≤100
112830251033781,Tiger,GRUPO HEINEKEN,≤100
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",≤100
1124473760957316,FS Fueling Sustainability,FS Fueling Sustainability,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
220346131312219,Ministério Público do Trabalho,Ministério Público do Trabalho,≤100
171169022896525,Guaraná Antarctica,Ambev,≤100
465235726843103,Ambev,Ambev,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
255804437808407,Vale,These ads ran without a disclaimer,≤100
109918909035681,Cerveja Brahma Oficial,Ambev,≤100
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
113165042099382,Brasil 61,Brasil 61,≤100
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100
107742651063250,Academia de Pesquisa,Academia Brasileira de Formação e Pesquisa,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
258088921369,TOTVS,TOTVS,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
201878973201295,Republicanos10,Republicanos10,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
333720355130,Petrobras,Petrobras,≤100
111006700550820,Cenarium Amazônia,CENARIUM AGENCIA DE NOTICIAS EIRELI,≤100
163893463708223,Marcelo Vitorino,IDP,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
1016014891780524,Estratégia Carreira Jurídica,ESTRATEGIA CONCURSOS SA,≤100
