Page ID,Page name,Disclaimer,Amount spent (KES)
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,≤100
110408975208360,Talking about matters,Well Made Strategy LLP,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
2392686924289312,FleekBook,These ads ran without a disclaimer,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
479285342097950,AeroTime,These ads ran without a disclaimer,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
