Page ID,Page name,Disclaimer,Amount spent (DKK)
101875098313543,Andel,Andel,4570
59143726810,Psykiatrifonden,Psykiatrifonden,2393
65929129383,Røde Kors,Røde Kors,1725
12860228293,Politiken,Politiken,1537
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,1275
26458152911,SOS Børnebyerne,SOS Børnebyerne,1127
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1076
399210657232918,PlanBørnefonden,PlanBørnefonden,983
110321008383861,Red Barnets landsindsamling,Red Barnet,847
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,826
116269191760882,DSB,DSB,806
250994288337708,Sex og Samfund,Sex og Samfund,737
55365680705,Greenpeace Danmark,Greenpeace Danmark,710
122074554119,EU Social,EU Social,656
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,613
154415494575789,IDA,IDA,571
12787473132,Berlingske,Berlingske,531
671022293105597,Alex Vanopslagh,Alex Vanopslagh,516
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,494
924692171033381,"UNHCR, FN’s Flygtningeorganisation",These ads ran without a disclaimer,441
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),430
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,419
126543540781090,Ældre Sagen,Ældre Sagen,354
459641371068935,Forenet Kredit,Forenet Kredit,319
144965885963,Oxfam Danmark,Oxfam Danmark,301
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,298
359674067377201,BUPL,BUPL,297
49348971479,Pia Olsen Dyhr,SF,291
304554445813,Videncentret Bolius,Videncentret Bolius,288
41459763029,Socialdemokratiet,Socialdemokratiet,272
867877683280051,Weekendavisen,Weekendavisen,261
72672361910,Børns Vilkår,Børns Vilkår,235
102154048301476,Lederstof.dk,Lederne,230
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,229
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,224
142831282424266,Åbent Landbrug,Landbrug & Fødevarer,224
133707013355759,Danner,Danner,213
304554445813,Videncentret Bolius,Bolius,188
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,181
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,179
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,176
748887235210811,Obton Forvaltning A/S,Obton A/S,173
369336273158091,Land of Hope,Land of Hope,166
36664432940,Amnesty International Danmark,Amnesty International Danmark,148
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,121
246977185497434,Plastic Change,Plastic Change,119
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,118
287306323369,Børnecancerfonden,Børnecancerfonden,113
529124290474705,Nikolaj Villumsen,Enhedslisten,108
657491824390744,Spring Copenhagen,Spring Copenhagen,107
141343589252160,Dansk Industri - DI,Dansk Industri,106
167891603415958,Lederne,Lederne,105
302430309859808,Batavia Media,Batavia Media,102
130388840342741,Danske Bank,Danske Bank,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
137743846388571,Venstres Ungdom i Viborg,Venstres Ungdom i Viborg,≤100
314676938743,DM din akademiske fagforening,DM,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
107898832590939,European Commission,European Commission,≤100
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",≤100
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,≤100
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100
264009771074617,Niels Fuglsang,Niels Fuglsang,≤100
104414898912918,GOTO Sønderborg,GOTO Sønderborg,≤100
20303574131,Nationalmuseet,Nationalmuseet,≤100
239624940212,HK Kommunal,HK Kommunal,≤100
186645960378,Danwatch,Danwatch,≤100
341299649231023,Zetland,Zetland,≤100
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,≤100
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,≤100
178362315106,European Parliament,European Parliament,≤100
305932686202047,Caritas Danmark,Caritas Danmark,≤100
356520931077196,Europabevægelsen,Europabevægelsen,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
167887506877,AIDS-Fondet,AIDS-Fondet,≤100
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100
101875815016312,Caroline Victoria Christensen,Caroline Victoria Christensen,≤100
1724068710936501,Anja C Jensen,HK Danmark,≤100
19176473894,IMS (International Media Support),IMS (International Media Support),≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
102330929215775,REPER Danemarca,REPER Danemarca,≤100
253132104886911,Kvisten,Kvisten,≤100
98486774725,Djøf,Djøf,≤100
