Page ID,Page name,Disclaimer,Amount spent (NOK)
305434298719,Norges Bondelag,Norges Bondelag,570
135843375926,UNICEF Norge,UNICEF Norge,336
171408368520,Norad,Norad,297
106613969124,Norsk Folkehjelp,Norsk Folkehjelp,290
20468812735,LO,LO,181
728518604216173,HELT MED,Stiftelsen HELT MED,153
371106536283235,DAG OG TID,Dag og Tid AS,110
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
101165502746410,Ordførerkandidat - Kjetil Kivle,Ordførerkandidat - Kjetil Kivle,≤100
10953652930,Høyre,Høyre,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
234659001772,Arbeiderpartiet,Arbeiderpartiet,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
486523288038606,KIWI,KIWI,≤100
189503977888359,Drammen MDG,Drammen MDG,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
573458549493165,Oslo kommune,Oslo kommune,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
204565103012553,Miljødirektoratet,These ads ran without a disclaimer,≤100
187417144624729,Økologisk Norge,Økologisk Norge,≤100
102264419459588,Akershus Høyre,Akershus Høyre,≤100
151845336496,Bistandsaktuelt,These ads ran without a disclaimer,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100
105939782037295,Altinget.no,Altinget AS,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
128566103830426,Civita,Civita AS,≤100
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,≤100
105616118716008,Nordre Aker FrP,Robin Bårdsen,≤100
113384899919,Noregs Mållag,Noregs Mållag,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
107028478959490,Troms SV,Rakel Hagen Olsen,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
190614597633726,Bærum FrP,Bærum FrP,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
109197949130115,Kvinnefronten,Kvinnefronten i Norge,≤100
185015154921379,Cappelen Damm Akademisk,Cappelen Damm AS,≤100
173034686082674,UiO - Det humanistiske fakultet,"Det humanistiske fakultet, Universitetet i Oslo",≤100
112631767587663,Meninger24,Meninger24,≤100
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,≤100
139590309456193,Den norske Tibet-komité,Merethe Møller Lind Jodalen,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
137772039618526,Grønlands Torg,These ads ran without a disclaimer,≤100
102038156126862,Guro Brandshaug - Ordførerkandidat i Sør-Varanger,Guro Brandshaug - Ordførerkandidat i Sør-Varanger,≤100
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100
272225463439015,Margrethe Prahl Reusch - Venstre,Margrethe Prahl Reusch - Venstre,≤100
134531249931603,Troms og Finnmark fylkeskommune,Troms og Finnmark fylkeskommune,≤100
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,≤100
307525272933,Humanist forlag,Humanist forlag,≤100
656546967805880,Miljøpartiet De Grønne Nittedal,Miljøpartiet De Grønne Nittedal,≤100
857285947695294,Lars Petter Solås - FrP,Lars Solås,≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
139808122732007,Sola Høyre,Sola Høyre,≤100
1629110813846272,Lånke Arbeiderlag,Bjørnar Strøm Larsen,≤100
1496585820630164,Sarpsborg Høyre,Sarpsborg Høyre,≤100
447470820360,Tromsø SV,Tromsø SV,≤100
107616545277373,YYOfi3,These ads ran without a disclaimer,≤100
1934217819955006,Alf Erik Andersen- FrP,These ads ran without a disclaimer,≤100
110318858712956,Новости Европы,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
103022776117511,Сводка новостей,These ads ran without a disclaimer,≤100
101442025614806,Chancellor,These ads ran without a disclaimer,≤100
