Page ID,Page name,Disclaimer,Amount spent (ILS)
591727857554934,פוליטיקלי קוראת,פוליטיקלי קוראת,218
107217383988190,מגזין אפוק,Epoch Magazine,173
107698738576280,Sowtna,Unik,166
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",147
1395918227341473,עיריית חדרה,עיריית חדרה,142
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,129
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,≤100
204780362875106,מקור ראשון,מקור ראשון,≤100
174138752627879,עצומה,עצומה,≤100
534335679927121,מועצה אזורית עמק חפר,מועצה אזורית עמק חפר,≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
106757038771700,Новая Газета Хайфа Яфа,Haifa Yafa,≤100
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,≤100
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,≤100
347519992380551,"אביעד סיני - עו""ד, חבר מועצת פ""ח כרכור וממובילי איגוד חברי מועצות",אביעד סיני,≤100
604890186681585,מור ויצמן,Mor Weitzman,≤100
198917210119704,שלום עכשיו,שלום עכשיו,≤100
1506163609667780,שקוף - גוף התקשורת של הציבור,שקוף,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
114869678131807,משמר החינוך הממלכתי,משמר החינוך,≤100
422665717788216,חיים כץ - Haim Katz,חיים כץ - Haim Katz,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100
100301088671913,Tal Hershkovitz,Tal Hershkovitz,≤100
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,≤100
239989316604823,יואב קעטבי,יואב קעטבי,≤100
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
1269471203159557,JISS - Jerusalem Institute for Strategy and Security,JISS - Jerusalem Institute for Strategy and Security,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,≤100
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
109011605383065,Baysberg Team,Almog Baissberg,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,≤100
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,≤100
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,≤100
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
132157380175824,השר חמד עמאר,חמד עמאר,≤100
131348450275908,אלי דוקורסקי - ראש עיריית קריית ביאליק,אלי דוקורסקי - ראש עיריית קריית ביאליק,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100
498445036891971,Tziki Avisar - ציקי אבישר,Tzvi Avisar,≤100
103183301914371,כוח של אמא,Nataly Milner,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
110897178941008,מרכז אדוה,מרכז אדוה,≤100
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,≤100
1073548259341247,לובי 99,לובי 99,≤100
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,≤100
190496434307366,חירייה | המרכז לחינוך סביבתי | Hiriya,חירייה - המרכז לחינוך סביבתי,≤100
126099790738165,אנימלס,אנימלס,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,≤100
101189288896863,לבבי - דפיברילטור להצלת חיים מדום לב בבית,לבבי,≤100
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,Tomer Skornik,≤100
291808504292893,מתנת חיים - השתלות כליה,מתנת חיים,≤100
153028785566305,Parents Against Child Detention הורים נגד מעצרי ילדים,Parents Against Child Detention הורים נגד מעצרי ילדים,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
340069009019,ice אייס,ice אייס,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100
994811120638154,כרם נבות كرم نابوت,כרם נבות كرم نابوت,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
103851895179872,אמהות לביאות,Nataly Milner,≤100
248788905529463,Детали / новости Израиля,Детали / новости Израиля,≤100
698427173532872,חופות - מבית השגחה פרטית,חופות,≤100
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,≤100
119925112062377,חדשות האנרגיה הירוקה,Eitan Parnass,≤100
281651925267113,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,ארגון סגל ההוראה והמחקר באוניברסיטת תל אביב,≤100
330094987099025,רעות תל אביב בית חולים שיקומי,These ads ran without a disclaimer,≤100
914741188600735,עומדים ביחד نقف معًا,עומדים ביחד نقف معًا,≤100
778931628812764,כוכב הצפון,כוכב הצפון,≤100
100364191595090,הדסה - המרכז הרפואי של סוכני הביטוח,בית חולים הדסה,≤100
106801758928583,המזרח התיכון - סיקור כלי התקשורת במדינות ערב,Danel Salim,≤100
108815978739436,רמי יוסף - יחד ננצח,Neria Yosef,≤100
682178658591430,נחמה בוגין,נחמה בוגין,≤100
107114480630055,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,מוטי גלוסקה - מחקרי ביטחון ואסטרטגיה,≤100
221429664638160,קדמה,קדמה,≤100
563018707177711,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,בידינו - למען הר הבית Beyadenu - Returning to the Temple Mount,≤100
666263786873603,Kerem Navot - Naboth’s Vineyard,Kerem Navot - Naboth’s Vineyard,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
2036461326389031,Nir A. Cohen,Nir A. Cohen,≤100
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,≤100
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100
100319168743581,אקולוגז - Ecologz,קומפוסט אור,≤100
189543984502825,משה קונינסקי,משה קונינסקי,≤100
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
187986401534068,"Amram - עמר""ם - חטיפת ילדי תימן מזרח ובלקן",Amram,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100
104984005680662,משמר הראיסים,משמר הראיסים מאת דוד סוויסה,≤100
489585357777964,"המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל","המאירי - עורכי דין ונוטריון - משרד הביטחון נכי צה""ל",≤100
1610936952457264,המכללה לפיננסים וביטוח,Tal Sanderoni,≤100
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,≤100
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,≤100
299400893458808,המכון הדמוקרטי,המכון הדמוקרטי - חברה וחינוך,≤100
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",≤100
