Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
100605798541404,CasaVila Dsyn,These ads ran without a disclaimer,≤100
1159137824203296,FONDESIF,Marion Samantha Miranda Marca,≤100
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100
