Page ID,Page name,Disclaimer,Amount spent (DKK)
101875098313543,Andel,Andel,1667
65929129383,Røde Kors,Røde Kors,1398
59143726810,Psykiatrifonden,Psykiatrifonden,1385
26458152911,SOS Børnebyerne,SOS Børnebyerne,583
17428770950,RÆSON,RÆSON,556
116269191760882,DSB,DSB,492
167891603415958,Lederne,These ads ran without a disclaimer,407
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,403
72672361910,Børns Vilkår,Børns Vilkår,381
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,310
12787473132,Berlingske,Berlingske,307
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,254
399210657232918,PlanBørnefonden,PlanBørnefonden,254
55365680705,Greenpeace Danmark,Greenpeace Danmark,237
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,223
133707013355759,Danner,Danner,176
22030968736,Anima,Anima,166
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,158
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,146
304554445813,Videncentret Bolius,Videncentret Bolius,142
250994288337708,Sex og Samfund,Sex og Samfund,127
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,115
102514162425194,Frederik Vad,Frederik Vad,114
377809518910165,Netcompany,Netcompany,113
102154048301476,Lederstof.dk,Lederne,111
304554445813,Videncentret Bolius,Bolius,105
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,101
425516604194707,Holbæk Kommune,Holbæk Kommune,≤100
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100
287306323369,Børnecancerfonden,Børnecancerfonden,≤100
41459763029,Socialdemokratiet,Socialdemokratiet,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
246977185497434,Plastic Change,Plastic Change,≤100
26573783230,Dyrenes Alliance,Dyrenes Alliance,≤100
748887235210811,Obton Forvaltning A/S,Obton A/S,≤100
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,≤100
369336273158091,Land of Hope,Land of Hope,≤100
178362315106,European Parliament,European Parliament,≤100
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,≤100
63691965101,UNICEF Danmark,UNICEF Danmark,≤100
529124290474705,Nikolaj Villumsen,Enhedslisten,≤100
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100
867877683280051,Weekendavisen,Weekendavisen,≤100
153185491411799,CBS HD,These ads ran without a disclaimer,≤100
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,≤100
154415494575789,IDA,IDA,≤100
264009771074617,Niels Fuglsang,Niels Fuglsang,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
105511328705392,HØRT,Børns Vilkår,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
106952222676974,Liberal Alliance,Liberal Alliance,≤100
494902077334290,Tuborgfondet,Tuborgfondet,≤100
67571270393,Red Barnet,Red Barnet,≤100
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,≤100
533315386692100,DRC - Danmarks Restauranter & Caféer,DRC - Danmarks Restauranter & Caféer,≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
820070458166704,Nicolai Sandager - Liberal Alliance,Nicolai Sandager - Liberal Alliance,≤100
144965885963,Oxfam Danmark,Oxfam Danmark,≤100
109450894144575,Kontrast,Kontrast.dk Aps,≤100
36664432940,Amnesty International Danmark,Amnesty International Danmark,≤100
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,≤100
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100
314676938743,DM din akademiske fagforening,DM,≤100
852608988134698,Tikko,Tikko,≤100
374789395973804,Li-Ning distributor in Scandinavia,These ads ran without a disclaimer,≤100
257730662802548,Mission10forty,Mission10forty.org,≤100
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,≤100
808135809280401,historiskerejser.dk,Historiske Rejser ApS,≤100
194089010674568,Finansforbundet (DK),Finansforbundet (DK),≤100
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,≤100
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,≤100
110560691837684,SolCompagniet,SolCompagniet,≤100
1685020095059164,MOLSLINJEN,These ads ran without a disclaimer,≤100
1983270508574231,Almenr ∙ Bofællesskaber,These ads ran without a disclaimer,≤100
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
127053307468851,Foreningen Norden,These ads ran without a disclaimer,≤100
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100
170374349673146,Tænketanken Cevea,Tænketanken Cevea,≤100
482695791907139,Danske Vandværker,Danske Vandværker,≤100
108273171366317,Moderaterne,Moderaterne,≤100
106289989124233,Verdenspressen,Verdenspressen,≤100
2319925761607995,Radio4,RADIO FM4 A/S,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
671022293105597,Alex Vanopslagh,Alex Vanopslagh,≤100
141140922630894,RED Center,RED Center,≤100
703543806324512,Vi-partiet,Vi-partiet,≤100
171216016234176,Muskelsvindfonden - Plads til forskelle,Muskelsvindfonden - Plads til forskelle,≤100
126543540781090,Ældre Sagen,Ældre Sagen,≤100
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100
