Page ID,Page name,Disclaimer,Amount spent (ISK)
111020791969904,Vísbending,Sameinaða útgáfufélagið,141
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Foreldrasamtök gegn áfengisauglýsingum,115
737169626371453,Heimildin,Stundin,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
1518790851708164,Samtök fyrirtækja í sjávarútvegi,SFS - Samtök fyrirtækja í sjávarútvegi,≤100
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
156161194561570,Kjarninn,Kjarninn,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
