Page ID,Page name,Disclaimer,Amount spent (SEK)
151159271594797,Systembolaget,Systembolaget,1429
608975645850217,Vattenfall,Vattenfall Sverige,1351
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,983
129853960408496,Socialdemokraterna Östergötland,Ellen Aguirre,885
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,868
126567104406,Hyresgästföreningen,Hyresgästföreningen,820
643137272398136,Sverige för UNHCR,Sverige för UNHCR,596
111630258867610,Röda Korset,Röda Korset,489
198547346848470,Vänsterpartiet Linköping,Holmberg Erik Dennis Tobias,488
534898423283520,Vänsterpartiet Norrköping,Vänsterpartiet Norrköping,391
239177706143268,Mobility Sweden,Mobility Sweden,359
59324455950,UNICEF Sverige,UNICEF Sverige,359
189886914377536,Socialdemokraterna i Linköping,Socialdemokraterna i Linköping,354
161213770567846,Operation Smile Sverige,Operation Smile Sverige,321
95735961890,Greenpeace Sverige,Greenpeace Sverige,295
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),274
114262485262083,Konsumentverket,Konsumentverket,253
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,239
382243262003,Plan International Sverige,Plan International Sverige,238
369582590803,Dagens ETC,ETC-tidningarna,212
186513678039755,Fortum,Fortum Sverige,208
162985227114132,Skellefteå Kraft,Skellefteå Kraft,202
109886133732943,RESCUE - Sverige,RESCUE - Sverige,197
19746853632,Djurens Rätt,Djurens Rätt,196
72659261793,Rädda Barnen,Rädda Barnen,194
150057951690751,OKQ8,OKQ8,184
18880778360,ActionAid Sweden,ActionAid Sweden,182
101341883359561,Matsmart Sverige,Matsmart,174
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,172
195379633820701,Svenskt Kött,Svenskt Kött,156
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",124
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,118
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,114
153270724787,Amnesty International Sverige,Amnesty International Sverige,101
314872662206,Ekonomifakta,Ekonomifakta,≤100
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,≤100
117109165023455,Nordnet,Nordnet Bank AB,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
522529504506581,Socialdemokraterna i Mjölby,Socialdemokraterna i Mjölby,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
42676805259,Diakonia,Diakonia,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
155824787799,EU-kommissionen i Sverige,EU-kommissionen i Sverige,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
435489349877161,Moderaterna i Östergötland,Moderaterna i Östergötland,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
261455205686,LRF,LRF,≤100
183512318424647,Magdalena Andersson,Socialdemokraterna,≤100
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,≤100
107898832590939,European Commission,European Commission,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
1402657726653154,Hallå konsument,Konsumentverket,≤100
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,≤100
147672065396607,Sverigedemokraterna Linköping,Dahlqvist Chris,≤100
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,≤100
