Page ID,Page name,Disclaimer,Amount spent (SEK)
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1820
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,1691
151159271594797,Systembolaget,Systembolaget,1371
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,1285
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,1092
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,1028
608975645850217,Vattenfall,Vattenfall Sverige,976
172441106275050,KPA Pension,KPA,749
161213770567846,Operation Smile Sverige,Operation Smile Sverige,735
72659261793,Rädda Barnen,Rädda Barnen,577
109886133732943,RESCUE - Sverige,RESCUE - Sverige,574
59324455950,UNICEF Sverige,UNICEF Sverige,557
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),423
126567104406,Hyresgästföreningen,Hyresgästföreningen,395
111630258867610,Röda Korset,Röda Korset,380
382243262003,Plan International Sverige,Plan International Sverige,378
369582590803,Dagens ETC,ETC-tidningarna,367
162985227114132,Skellefteå Kraft,Skellefteå Kraft,287
19746853632,Djurens Rätt,Djurens Rätt,258
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,221
42676805259,Diakonia,Diakonia,194
95735961890,Greenpeace Sverige,Greenpeace Sverige,175
153270724787,Amnesty International Sverige,Amnesty International Sverige,149
250833255029427,Socialdemokraterna Kungsbacka,Strand Bo Jonas,103
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
186513678039755,Fortum,Fortum Sverige,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
114262485262083,Konsumentverket,Konsumentverket,≤100
141018729443,Hallands Nyheter,Hallands Nyheter,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,≤100
178362315106,European Parliament,European Parliament,≤100
173745622660246,Bring Sverige,Bring Sverige,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
235650011981,SPF Seniorerna,SPF Seniorerna,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
1402657726653154,Hallå konsument,Konsumentverket,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
56002955332,Jörgen Warborn,Moderaterna,≤100
102115772635130,Uppdrag: Utrota fattigdomen,Diakonia,≤100
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,≤100
159383957136,Centerpartiet Varberg,Centerpartiet Varberg,≤100
113006852188985,IM Individuell Människohjälp,IM Individuell Människohjälp,≤100
106579105171694,ETC nyhetsmagasin,ETC Media AB,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
32334375453,Kattjouren,Nätverket Kattjouren,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
250766161722636,Europa Direkt Halland,Europa Direkt Halland,≤100
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,≤100
293679875824,Svenska FN-förbundet,Svenska FN-förbundet,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
249195615122371,Sara Skyttedal,Sara Skyttedal,≤100
62185934430,Olof Palmes internationella center,Olof Palmes Internationella Center,≤100
122512491125750,Ängelholms kommun,Ängelholms kommun,≤100
113710601984970,Barnfonden,Barnfonden,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
149155351773944,SEB,SEB,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
100615022892825,Tillsammans för solidaritet,Afrikagrupperna,≤100
250485248333218,Clean Air Task Force,These ads ran without a disclaimer,≤100
7719591155,Moderaterna,Moderaterna,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
237813956289260,Maskrosbarn,Maskrosbarn,≤100
261024395813,Union to Union,Union to Union,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
273053169937029,ClimateHero,ClimateHero,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
324914190902686,Magasinet Paragraf,Magasinet Paragraf,≤100
163305633746125,Karneval förlag,Holviks,≤100
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,≤100
237952092910326,Diskrimineringsombudsmannen,Diskrimineringsombudsmannen,≤100
105345278410827,Frälsningsarméns sociala arbete,Frälsningsarmén,≤100
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
244897208924797,Arbetet,Arbetet,≤100
216625221784563,Alkompis  الكومبس,Alkompis  الكومبس,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
320930784643530,Storasyster,Storasyster,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
506685746198996,DebattNytt,Bror Carl Jakobsson,≤100
103997904708356,M-lotten,M-Lotten,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
323602039851,Borås Tidning,Gota Media,≤100
1261907310611511,Segerstedtinstitutet vid Göteborgs universitet,Richard Millings,≤100
382066395683576,Dustin,Dustin,≤100
120745044633792,Lunds universitet,Lunds universitet,≤100
100650935646,Skiftet,Skiftet,≤100
306914332842630,Energimyndigheten,Energimyndigheten,≤100
125440780804852,Childhood,Childhood,≤100
166406746310,Resumé,Resumé,≤100
112225970344,Räddningsmissionen,Räddningsmissionen,≤100
140038609395696,Lif,LIF - de forskande läkemedelsföretagen,≤100
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,≤100
361737083865661,Moderaterna i Sundbyberg,Moderaterna i Sundbyberg,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
253510692370,Arbetaren,Arbetaren,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,≤100
367595583351599,Sändaren,Verbum,≤100
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
185230521507744,Kommunalarbetaren,Kommunalarbetaren,≤100
368972829945550,AP7 Statens premiepensionsfonder,AP7,≤100
327761787241129,Utvecklingspartiet,Utvecklingspartiet,≤100
399044617221,Läraren,Lärarnas tidning,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
179931025357058,Kommunal,Kommunal,≤100
303557933102892,Rädda Regnskog,Pella Thiel,≤100
712230305617939,Uniper i Sverige,Uniper i Sverige,≤100
273402369438867,By Billgren,By Billgren AB,≤100
127549713957400,Läkare i världen (Médecins du Monde Sweden),Läkare i världen (Médecins du Monde Sweden),≤100
217391588404948,Katalys,Katalys,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
