Page ID,Page name,Disclaimer,Amount spent (KES)
111999833837596,Hon Ali Menza Mbogo,Ali Menza Mbogo,277
103408652150397,Hon. Mohamed Soud Machele,Ibrahim Aziz Omar,215
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
114205968205875,Alex Ngendo,These ads ran without a disclaimer,≤100
112398928398501,Wanjiku Thiga,Wanjiku Thiga,≤100
686239924725032,Stand Up Shout Out,These ads ran without a disclaimer,≤100
104082538719775,Anonymous Giveaway,These ads ran without a disclaimer,≤100
112077024899370,Comics Stadium,These ads ran without a disclaimer,≤100
100142349388855,wispamusic,These ads ran without a disclaimer,≤100
112204658447734,Ca Ro Le Hess,These ads ran without a disclaimer,≤100
