Page ID,Page name,Disclaimer,Amount spent (MXN)
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,1951
538824879501214,Anayeli Muñoz,Movimiento Ciudadano,1531
101049254604630,Edgar Dueñas,Miguel Martin,708
1604225183208432,Heraldo de México Aguascalientes,Aguascalientes,577
108094781915171,Reinforma Noticias,Reinforma Noticias,378
110322612382602,Gustavo Granados,Gustavo Adolfo Granados Corzo,316
645731535452116,FactoMétrica,FactoMétrica,312
469246976533189,Santiago Creel,SantiagoCreelM,268
936003293273572,Nexo Político,Nexo Político,261
1861550397441449,Revista32,Revista32,229
56713285274,Greenpeace México,Greenpeace México,176
335611129797038,El Heraldo de Aguascalientes,El Heraldo de Aguascalientes,162
113990284949467,Avance y Progreso,avanceyprogreso.com,146
107925032255657,Cadena Transformación,Cadena Transformacion,135
156639921819,Gii360,Gii360,112
110995168602495,Así se Informa,Asi se Informa,109
115475744802204,Oleada 4T,Oleada 4t,107
232739653550442,Natgas,These ads ran without a disclaimer,≤100
1297159123630144,Ulises Ruiz Ortiz,Ulises Ernesto Ruiz Ortiz,≤100
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,≤100
118089944564637,El México que Informa,El México que Informa,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
101267031439463,Voz de las Empresas,Consejo de la Comunicación,≤100
107331780685270,Página: Roberto Ahumada,Roberto Ahumada Valdes,≤100
107652783975551,CS Medicina Estética,CS Medicina Estética,≤100
111335258596893,Mandarina Noticias,Mandarina Noticias,≤100
101509168352917,Frasal Laboratorio,Frasal Laboratorio Clínico 24hrs.,≤100
113199128401564,El Jarocho de la 4t,Rafael Fuentes Avila,≤100
116433311381559,Crónicas de a Pie,Cronicas de a Pie,≤100
923633637651202,Morena Sí,Morena Sí,≤100
100242005506001,Medestetic México,Medestetic México,≤100
109634395756375,Save the Children México,Save the Children México,≤100
103824522682236,Sigamos La Transformación,Raymundo Morales,≤100
102781821943598,Quintana Roo Verdadero,Paul Martinez Chavez,≤100
110731518636712,Por el Cambio,porelcambiomx.com,≤100
133761830290194,Tere Jiménez,AI MKT,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
229711387059585,Hola Aguascalientes,holaags,≤100
567633750007609,Geovanna Bañuelos,Geovanna Bañuelos,≤100
105505599062277,Atte.tuamiga,Atte.tuamiga,≤100
