Page ID,Page name,Disclaimer,Amount spent (ILS)
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1538
190739554295848,אפי נוה,אפי נוה,1428
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,973
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,631
117177111377152,Шломи Лахьяни,שלומי לחיאני,547
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,478
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,462
107217383988190,מגזין אפוק,Epoch Magazine,438
109221276098008,מעוף משרות דרושים - Maof Jobs Page,Maof,317
500238833397356,ציפי ברנד,ציפי ברנד,285
173718822661352,מהפך - تغيير,מהפך - تغيير,280
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,273
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",272
256546887847232,עיריית רמת גן,עיריית רמת גן,252
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,247
155361257852670,AM:PM - City market,AM:PM - City market,219
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,193
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,192
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,190
112848572066805,מחאת ההייטק,מחאת ההייטק,185
175285029214345,הציונות הדתית,ציונות דתית,178
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,168
2027886563888573,סיון גולדברג - סגן ראש עיריית גבעתיים,סיון גולדברג - סגן ראש עיריית גבעתיים,168
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,157
204780362875106,מקור ראשון,מקור ראשון,154
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",133
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,120
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,119
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,115
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,113
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",106
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,106
100726719689553,ליאת גרוסמן תמיר,ליאת גרוסמן תמיר,101
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",101
370270343005611,ישראל ביתנו,Avigdor Liberman - אביגדור ליברמן,≤100
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,≤100
136456246407342,לשכת סוכני ביטוח,לשכת סוכני ביטוח,≤100
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,≤100
144385012264772,יהורם גאון – Yehoram Gaon,These ads ran without a disclaimer,≤100
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,≤100
189064091982224,המכון הישראלי לתכנון כלכלי,המכון הישראלי לתכנון כלכלי,≤100
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
