Page ID,Page name,Disclaimer,Amount spent (BOB)
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,187
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
109201057318552,JCSV,Fernando Omar Rosales Perez,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,≤100
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras Chui,≤100
113795884973581,Posgrado UPEA,Luis Alejandro Urrutia Monrroy,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
103822974904636,Guía de Sexo Seguro,These ads ran without a disclaimer,≤100
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100
169260623923829,Infórmate y decide,These ads ran without a disclaimer,≤100
103616824624889,MedGestione S.A Py,These ads ran without a disclaimer,≤100
265420476920,Médecins du Monde France,These ads ran without a disclaimer,≤100
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100
103657802431109,Upcycling Andreina Quiroga,These ads ran without a disclaimer,≤100
