Page ID,Page name,Disclaimer,Amount spent (VND)
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,60115
120568721035023,Jackson Justin,These ads ran without a disclaimer,23577
1860179160927237,Cao Đẳng Kinh Tế Công Nghiệp Hà Nội - Hiec,These ads ran without a disclaimer,13232
109088545482687,Nhà Ở Xã Hội Evergreen Bắc Giang,These ads ran without a disclaimer,11727
116067974827401,Dr Xương Khớp - Gút - Đau mỏi,These ads ran without a disclaimer,7886
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,7525
104727295960051,Gà Mỷ Cựa Dao,These ads ran without a disclaimer,6989
111759838244849,Hết Nợ Con Về,These ads ran without a disclaimer,5709
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,5292
113145355036082,Tổng Kho Sách Miền Bắc,These ads ran without a disclaimer,2787
100302952590176,Tủ Sách Doanh Nhân,These ads ran without a disclaimer,2354
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,2251
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1998
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,1843
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,1359
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,1302
109006655588270,Ngôn ngữ Trung Quốc - Đại học Thái Nguyên,These ads ran without a disclaimer,802
108685817326606,Truther Piece Official,These ads ran without a disclaimer,490
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100
229718667137807,Invisalign Vietnam,These ads ran without a disclaimer,≤100
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,≤100
