Page ID,Page name,Disclaimer,Amount spent (BOB)
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,194
195933611171149,Eva Copa,Teclea,125
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras Chui,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
97320092545,PAHO-WHO,These ads ran without a disclaimer,≤100
162964977170060,Solidar Suiza Bolivia - Doctora Edilicia,Doctora Edilicia,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
223260081596756,Aulas Virtuales Centro Social de Capacitación Superior - Bolivia,These ads ran without a disclaimer,≤100
856012741442139,Ipas LAC,NEUMA,≤100
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100
101101305489401,Viceministerio de Tierras - MDRyT,Eliana Marcelo Montero Guevara,≤100
100345505232707,Abstraer,These ads ran without a disclaimer,≤100
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Guillén,≤100
221108751377185,UNITAS,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
241664783089008,Xin,These ads ran without a disclaimer,≤100
175709736294835,Fernanda Fernandes Photo,These ads ran without a disclaimer,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
