Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,16717
1438703606372190,Elham Said Freiha,Elham Freiha,9119
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,6079
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,4529
1744356319118477,هنا لبنان,هنا لبنان,3040
110470091436602,Ici Beyrouth,Ici beyrouth,3040
102023711572671,أساس ميديا -  Asas Media,asasmedia,1520
1234196636614228,Sabaa - سبعة - ٧,These ads ran without a disclaimer,1520
394633411339696,fiftyfiftylb,FiftyFiftylb,1520
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,1520
102282304519788,Awalan.com,Awalan- Al-Iktissad Wal-Aamal,1520
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,1520
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1520
106197498149118,لبنان الكبير,Grand Lebanon,1185
107698404702208,Alkalima,Alkalima Onlime,517
103064288692603,Le Courrier Du Cedre,Marwan Rashid,≤100
107506298840624,Move - تحرك,هيثم محمد طالب,≤100
2509759842418472,LebTalks,Lebtalks,≤100
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
199579566767546,أنا والخبر,هيثم محمد طالب,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
102498564631055,Asharq News الشرق للأخبار,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
