Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
105842642438187,Nihad Uk,Nihad Uk,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
147315858633088,Istinomjer,Istinomjer,≤100
197596636939679,tacno.net,Tacno.net,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
109652028193268,Revizije info,Revizije info,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
2106619399390828,Adnan Šteta,Adnan Steta,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
506759763041477,Čapljina u srcu,Pero Previšić,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
306474736844372,Narod i Pravda Novi Grad Sarajevo,Narod i Pravda Novi Grad Sarajevo,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
1399933563560497,"Romanian Service, China Radio International",These ads ran without a disclaimer,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
106569706154975,Modern Expo,These ads ran without a disclaimer,≤100
100976675096468,Exmork Technology,These ads ran without a disclaimer,≤100
116348888049995,Interlitica,These ads ran without a disclaimer,≤100
102149205797976,IoT Insider,These ads ran without a disclaimer,≤100
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100
284370804968723,"Croatian service, China radio International",These ads ran without a disclaimer,≤100
102780722682542,Una ragazza pechinese,These ads ran without a disclaimer,≤100
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100
102500518635499,ENTR en,These ads ran without a disclaimer,≤100
