Page ID,Page name,Disclaimer,Amount spent (NOK)
234659001772,Arbeiderpartiet,Arbeiderpartiet,663
275389322558295,LOs sommerpatrulje,LO,186
10953652930,Høyre,Høyre,153
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,113
135843375926,UNICEF Norge,UNICEF Norge,112
116849158413174,Fredrikstad SV,Fredrikstad SV,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
179717228781217,Moss Arbeiderparti,Moss Arbeiderparti,≤100
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
118470544845764,Moss SV,Moss SV,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
1551054238275912,Indre Østfold SV,Indre Østfold SV,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
299518093440216,Fredrikstad Arbeiderparti,Fredrikstad Arbeiderparti,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
159632007420451,Sarpsborg Venstre,Sarpsborg Venstre,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
125931433588,sol.no,These ads ran without a disclaimer,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
20468812735,LO,LO,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
229236417110530,Vestby Høyre,Vestby Høyre,≤100
109197949130115,Kvinnefronten,Kvinnefronten i Norge,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
1875902792622658,Øygarden Arbeidarparti,Øygarden Arbeidarparti,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
1583324988565868,Stortinget,Stortinget,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
110247258111750,Get Inspired Man,These ads ran without a disclaimer,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
106267272794821,Stavanger MDG,Stavanger MDG,≤100
120815981305897,KS Kommunesektorens organisasjon,KS Kommunesektorens organisasjon,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
91007335905,Aurskog-Høland Arbeiderparti,Akershus Arbeiderparti,≤100
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,≤100
171540532874418,Arbeiderpartiet i Bergen,Arbeiderpartiet i Bergen,≤100
10254410675,Venstre,Venstre,≤100
730770907052378,Aurskog-Høland Senterparti,Aurskog-Høland Senterparti,≤100
158517320882189,Ålesund SV,Ålesund SV,≤100
108137439269914,Færder Arbeiderparti,Færder Arbeiderparti,≤100
102097035962847,Eidsvoll Senterparti,Eidsvoll Senterparti,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
201766586502981,"Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet","Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet",≤100
182709078487500,Sex og Politikk,Sex og Politikk,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
