Page ID,Page name,Disclaimer,Amount spent (ZAR)
182843381896565,Democratic Alliance Northern Cape,Democratic Alliance,112
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100
195909420099,Solidariteit,Solidariteit,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),≤100
144954928909651,FAK,FAK,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
229641360457150,Good Governance Africa,Good Governance Africa,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
1271402709601865,HEALA,HEALA,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
9012050691,Scribol,These ads ran without a disclaimer,≤100
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100
104296594694181,mediablackoutusa,These ads ran without a disclaimer,≤100
103483472498261,Elite Ebooks1,These ads ran without a disclaimer,≤100
128050063917913,ISF (International School Sport Federation),These ads ran without a disclaimer,≤100
