Page ID,Page name,Disclaimer,Amount spent (NOK)
329215143807272,Trondheim Høyre,Trondheim Høyre,313
371106536283235,DAG OG TID,Dag og Tid AS,231
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,231
117726821605303,PBL,Aurora Dyrnes,159
234659001772,Arbeiderpartiet,Arbeiderpartiet,139
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,≤100
135843375926,UNICEF Norge,UNICEF Norge,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
176370189723,SOR,Stiftelsen SOR,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
119787264706852,Trondheim FrP,Trondheim FrP,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
20468812735,LO,LO,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
270746343377367,FLR,Fagforening for Luftfart og Reiseliv,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
196060713751352,LO Trøndelag,LO,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,≤100
38552663951,Morgenbladet,Morgenbladet,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
162779380400712,Nansen Fredssenter,Nansen Fredssenter,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
113006005045036,Attack konferansen,Attack konferansen,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
1583324988565868,Stortinget,Stortinget,≤100
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,≤100
103642311168469,Børre St. Børresen - samfunnsengasjert,Open-eye-Open-mind,≤100
112631767587663,Meninger24,Meninger24,≤100
1629110813846272,Lånke Arbeiderlag,Bjørnar Strøm Larsen,≤100
610353968979259,Leger mot atomvåpen,Norske leger mot atomvåpen,≤100
105177675813233,Jan Morten Hansen - Ordførerkandidat,Jan Morten Hansen - Ordførerkandidat,≤100
105939459530874,Eidsvoll SV,EIDSVOLL SOSIALISTISK VENSTREPARTI,≤100
504462853625184,Aure Høyre,Aure Høyre,≤100
362562110606866,Lille Øvregaten vel,These ads ran without a disclaimer,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
123056494113306,Fewton,These ads ran without a disclaimer,≤100
95775573753,Frontiers,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
687589164666184,MasterClass,These ads ran without a disclaimer,≤100
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100
110333931764735,Smile Papers,These ads ran without a disclaimer,≤100
116934494636757,Nifty News,These ads ran without a disclaimer,≤100
21506277966,Acronis,These ads ran without a disclaimer,≤100
