Page ID,Page name,Disclaimer,Amount spent (TND)
1745861032185440,alqatiba - الكَتيبة,Walid Mejri,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
105898939096628,Domani Media,These ads ran without a disclaimer,≤100
148548965168926,NSF,These ads ran without a disclaimer,≤100
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100
575492683148162,파송송,These ads ran without a disclaimer,≤100
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100
285530825204,Klitschko,These ads ran without a disclaimer,≤100
101606581438407,موقع أقلام حرة,These ads ran without a disclaimer,≤100
815563748564959,Yolla - International Calling,These ads ran without a disclaimer,≤100
