Page ID,Page name,Disclaimer,Amount spent (NOK)
329095637110085,FRANTZ AS,Frantz as,1265
14095969045,Fremskrittspartiet,Fremskrittspartiet,865
151608890040,Innlandet FrP,Innlandet FrP,388
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,203
135843375926,UNICEF Norge,UNICEF Norge,166
111345183340,Fagforbundet,Fagforbundet,123
203067569732001,Fellesforbundet,Fellesforbundet,111
275389322558295,LOs sommerpatrulje,LO,≤100
1430303507191895,Stange FrP,Stange FrP,≤100
10953652930,Høyre,Høyre,≤100
157978627560195,Innlandet Arbeiderparti,Innlandet Arbeiderparti,≤100
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
584431941580577,Elverum Arbeiderparti,Innlandet Arbeiderparti,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
108731807574685,Rødt Odal,Rødt Odal,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
459939394148243,Nord-Odal Høyre,Nord-Odal Høyre,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
20468812735,LO,LO,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
1981140498790257,Ringsaker FrP,Ringsaker FrP,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
662145113832447,Alvdal Arbeiderparti,Alvdal Arbeiderparti,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
117840771633607,Nittedal FrP,Fremskrittspartiet,≤100
117726821605303,PBL,PBL,≤100
176175415825122,apotek.no,Apotekforeningen,≤100
412991556169510,Ole Hovengen,Ole Hovengen,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
718942011483190,Aftenposten Historie,Aftenposten,≤100
128566103830426,Civita,Civita AS,≤100
105939782037295,Altinget.no,Altinget AS,≤100
100588890043714,Bodø FrP,Bodø FrP,≤100
212877289145936,Frøya Senterparti,Frøya Senterparti,≤100
10254410675,Venstre,Venstre,≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
179839425383047,Yrkestrafikkforbundet - YTF,Yrkestrafikkforbundet,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,≤100
1527451180873336,Eidsvoll Arbeiderparti,Eidsvoll Arbeiderparti,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
120446271352301,Nord universitet,These ads ran without a disclaimer,≤100
105939459530874,Eidsvoll SV,EIDSVOLL SOSIALISTISK VENSTREPARTI,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
186245021399622,Agder Senterparti,Agder Senterparti,≤100
224058237610836,Lørenskog Venstre,Lørenskog Venstre,≤100
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,≤100
536745556722065,Lillestrøm FrP,Lillestrøm FrP,≤100
163294213706703,Norsk Sjøoffisersforbund,Norsk Sjøoffisersforbund,≤100
154352147943400,Nes FrP,Nes FrP,≤100
136206693091663,Norges Fiskarlag,Norges Fiskarlag,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100
771439106237830,Vennesla Arbeiderparti,Vennesla Arbeiderparti,≤100
57542291449,FFO - Funksjonshemmedes fellesorganisasjon,Funksjonshemmedes Fellesorganisasjon (FFO),≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
559680264045132,Holmestrand FrP,These ads ran without a disclaimer,≤100
182722095112422,Målselv Arbeiderparti,Målselv Arbeiderparti,≤100
412013495658019,Aurland Senterparti,Aurland Senterparti,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
131210924115622,Askøy24,Askøy24,≤100
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,≤100
1583324988565868,Stortinget,Stortinget,≤100
307525272933,Humanist forlag,Humanist forlag,≤100
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
181924628560212,Ekō,These ads ran without a disclaimer,≤100
