Page ID,Page name,Disclaimer,Amount spent (LBP)
316674545036384,SKeyes Center for Media and Cultural Freedom,SK_Eyes,104478
1438703606372190,Elham Said Freiha,Elham Freiha,74627
106197498149118,لبنان الكبير,Grand Lebanon,58340
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,44776
102023711572671,أساس ميديا -  Asas Media,asasmedia,42836
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,38657
110470091436602,Ici Beyrouth,Ici beyrouth,32072
105319651353770,Jusur,Jusur,29851
129660230432028,Dr. Toufic Hindi,Toufic Hindi,29851
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,29851
1744356319118477,هنا لبنان,هنا لبنان,29851
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,28806
164472683608068,Act for the Disappeared,ACT for the Disappeared,14328
107800617419717,MYKA Foundation,Elie M. ElHelou,≤100
108703548824528,سلاما - salama,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
104303579154311,The Badil البديل,These ads ran without a disclaimer,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
215300512418510,Migrants as Messengers,These ads ran without a disclaimer,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
