Page ID,Page name,Disclaimer,Amount spent (NOK)
14095969045,Fremskrittspartiet,Fremskrittspartiet,1050
100231879042950,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,729
203067569732001,Fellesforbundet,Fellesforbundet,245
146731798709607,Bymiljølista i Fredrikstad,Bymiljølista i Fredrikstad,233
135843375926,UNICEF Norge,UNICEF Norge,218
111345183340,Fagforbundet,Fagforbundet,207
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,161
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,157
10953652930,Høyre,Høyre,143
488714917821975,Sarpsborg MDG,Sarpsborg MDG,142
322525743444,Get Inspired,These ads ran without a disclaimer,135
103044219380073,Østfold Høyre,Østfold Høyre,129
1496585820630164,Sarpsborg Høyre,Sarpsborg Høyre,129
371106536283235,DAG OG TID,Dag og Tid AS,105
117726821605303,PBL,PBL,104
159632007420451,Sarpsborg Venstre,Sarpsborg Venstre,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
100168202468850,Ordfører Siri Martinsen,Fredrikstad Arbeiderparti,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
20468812735,LO,LO,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
