Page ID,Page name,Disclaimer,Amount spent (PLN)
104211422472400,AJC Central Europe,AJC with Facebook ad credits,426
124208278236588,Mała książka - wielki człowiek,Agencja Reklamowa DSK Sp. z o.o.,352
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,191
176114889652,Kancelaria Premiera,Kancelaria Premiera,135
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,119
142361819657439,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej,119
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
178362315106,European Parliament,European Parliament,≤100
196007977201384,Małopolskie Centrum Kultury SOKÓŁ,Małopolskie Centrum Kultury SOKÓŁ,≤100
109773357916668,BiznesiStyl,BiznesiStyl,≤100
107971230622325,Ministerstwo Finansów,Ministerstwo Finansów,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
107099115544539,Zostań Dłużej,Euvic Media,≤100
469702339755768,Paweł Tanajno Polska Liberalna,Iam4u.pl,≤100
144808095552639,ING Polska,ING Polska,≤100
705234266283291,Niepłodni Razem,Sylwia Bentkowska,≤100
137877409609952,Lewica,Nowa Lewica,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
91021863613,Szlachetna PACZKA,Stowarzyszenie Wiosna,≤100
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,≤100
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,≤100
102466034698538,Ośrodek Monitorowania Chrystianofobii Fidei Defensor,Biuro Fidei Defensor,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
138632452839666,VIP Biznes&Styl,BIZNESiSTYL.pl,≤100
475584852475176,Pozytron,Bartłomiej Jan Ginter,≤100
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100
2158021944276062,OSE - Ogólnopolska Sieć Edukacyjna,OSE,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
371981706755861,Kierunek na EKO,These ads ran without a disclaimer,≤100
654912251187357,Grupa PGE,Grupa PGE,≤100
106128072308178,Uwolnijwiatraki.pl,Polskie Stowarzyszenie Energetyki Wiatrowej,≤100
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
108566759302831,NODN Cognitus - centrum szkoleń i terapii,Cognitus Centrum Szkoleń,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
123910440019,Renew Europe,Renew Europe Group,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
521216701360487,MURATOR,MURATOR,≤100
182038191908977,Cyfryzacja KPRM,Kancelaria Prezesa Rady Ministrów,≤100
1683534065241470,OKO.press,OKO.press,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
106645538927529,Da się.,Fundacja Archipelag Inicjatyw,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
142218132483199,Kasa Stefczyka,Kasa Stefczyka,≤100
103189994608689,20stopni.pl,Konceptlab,≤100
1967695263556184,Sylwia Spurek,Sylwia Spurek MEP,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,≤100
328190797653238,Fundacja Alberta Schweitzera,Fundacja Alberta Schweitzera,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
32104614789,Greenpeace Polska,Greenpeace Polska,≤100
199739460042641,Zdrowie w stylu LUX MED,Zdrowie w stylu LUX MED,≤100
110988546918361,Fundusz dla Odmiany,Fundusz dla Odmiany,≤100
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
50063176484,TVN24,TVN,≤100
109218848183780,Marek Woźniak,UMWW,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
134214926657042,Radosław Sikorski,Radosław Sikorski,≤100
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,≤100
109350571655214,Trend up,These ads ran without a disclaimer,≤100
105605898638094,NPRCz 2.0,Narodowe Centrum Kultury,≤100
123980474900640,Piękna Dziewczyna,Fundacja Instytut Wiedzy o Rodzinie i Społeczeństwie ze środków Pełnomocnika Rządu ds. Demograficznych.,≤100
100624885979350,Bardziej Zieloni,These ads ran without a disclaimer,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
