Page ID,Page name,Disclaimer,Amount spent (ZAR)
740116816003959,Western Cape Government,Western Cape Government,5613
144985128871748,City of Cape Town,City of Cape Town,4124
584566048684873,Premier Alan Winde,Western Cape Government,2798
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,1108
6011868110,Democratic Alliance,Democratic Alliance,803
105398335585126,Western Cape Education Department,Western Cape Education Department,687
133307190069756,Amnesty International South Africa,Amnesty International South Africa,536
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,395
136956534616,Times LIVE,TimesLIVE,250
165736836881428,GroundUp,GroundUp News NPC,210
379138726819,ACDP,ACDP,128
571775202881997,Democratic Alliance - Mossel Bay Constituency,Democratic Alliance - Mossel Bay Constituency,109
116657351312927,Pledge To Vote SA,Pledge to Vote,101
2145594122138312,Action Society,Action Society,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
101051196020136,Democratic Alliance Durbanville / Blaauwberg 2 Constituency,Democratic Alliance Durbanville / Blaauwberg 2 Constituency,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
100641775794941,Dr Gustav Bock,Dr Gustav Bock,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
111249027309680,Milk Moon Studio,These ads ran without a disclaimer,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
306446169906490,KOKOS KOUTURE CLOSET X YOUTUBE,These ads ran without a disclaimer,≤100
1027626217435226,Richouses,These ads ran without a disclaimer,≤100
130467394263248,Dyness,These ads ran without a disclaimer,≤100
