Page ID,Page name,Disclaimer,Amount spent (KES)
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1603
101460842681784,TRT Afrika,These ads ran without a disclaimer,877
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,558
106212288785616,eprglobal,These ads ran without a disclaimer,530
100835685957727,PRO PEACE KENYA,Brenda Kananu,392
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,361
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,210
1692208237695305,Button Badges,George Kingori Warui,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
111686968251066,Innocent Elizabeth,These ads ran without a disclaimer,≤100
106404915608215,Keysharacel Sidi,These ads ran without a disclaimer,≤100
484917995035641,"Dtr Owiti Owayo,FDR","Dtr Owiti Owayo,FDR",≤100
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100
114232667071135,amuka_sasa,These ads ran without a disclaimer,≤100
176003385808434,Médecins Sans Frontières/ Doctors Without Borders (MSF),These ads ran without a disclaimer,≤100
101388509327100,Extra famous,These ads ran without a disclaimer,≤100
