Page ID,Page name,Disclaimer,Amount spent (LBP)
394633411339696,fiftyfiftylb,FiftyFiftylb,210526
115809828234129,إعلامي تحرير سوريا,These ads ran without a disclaimer,105263
1438703606372190,Elham Said Freiha,Elham Said Freiha,75188
106197498149118,لبنان الكبير,Grand Lebanon,75188
102023711572671,أساس ميديا -  Asas Media,Asas Media,52331
112056958469490,SPI Lebanon,SPI Lebanon,50526
1744356319118477,هنا لبنان,هنا لبنان,45113
110913872086671,مباراة الجاهلية الكبرى السبت ٥ آب ٢٠٢٣,These ads ran without a disclaimer,45113
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,30075
834890283550973,Tarek Daoud طارق الداوود,Tarek Daoud طارق الداوود,30075
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,22406
110470091436602,Ici Beyrouth,Ici beyrouth,17744
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,15038
421205921378871,LOGI: Lebanese Oil and Gas Initiative,These ads ran without a disclaimer,15038
107800617419717,MYKA Foundation,MYKA Foundation,15038
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,15038
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,15038
101859274632935,Asrar AlWatan - اسرار الوطن,These ads ran without a disclaimer,15038
1108768849269022,B. CHEZ MOON,Asasate Development,15038
105319651353770,Jusur,Jusur,15038
327943840921884,ONDES,ONDES,15038
107698404702208,Alkalima,Alkalima Onlime,≤100
117345834653901,This is Beirut,This is Beirut,≤100
1502687013388650,Media Factory News,Media Factory News,≤100
2509759842418472,LebTalks,Lebtalks,≤100
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
2082052578716332,محمد شفيق حمود,Arab Window,≤100
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,≤100
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),≤100
405379246524515,DHL Express,These ads ran without a disclaimer,≤100
