Page ID,Page name,Disclaimer,Amount spent (CAD)
168106993245736,Canada Post,Canada Post,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
202220023130891,Bell Canada,Bell Canada,≤100
1631963700446342,CheckUpProject,Anthony Christian Romito,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
103223222015913,Nowly,nowly,≤100
118040041222760,Juan Luis Garrido,Juan Luis Garrido,≤100
189141609842,Ville de Gatineau,Ville de Gatineau,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee - MCC,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
1665089323732197,Tripping on Air,Ardra Leah Shephard,≤100
131165237664788,Fondation La Clé,Fondation La Clé,≤100
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100
208067655942289,Postes Canada,Canada Post,≤100
169042736456594,All Out,ConnectAd,≤100
608578919186659,World Vision International,World Vision International,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
572892516092329,"Yvan Baker, MP","Yvan Baker, MP",≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
903577146395715,Toronto Centre,Toronto Centre,≤100
105234855658630,Charles Ozzoude,Charles Chisom Ozzoude,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
245539921469,Rick Hansen Foundation,Rick Hansen Foundation,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,These ads ran without a disclaimer,≤100
249042335139282,BDC,BDC,≤100
1671097993122619,Children Believe,Children Believe,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
985797494956599,The News Forum,The News Forum,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
118314421234127,Manitoba Watch 2023,Canada Growth Council,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
112483398798217,Interval House,Interval House,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
202225606579441,Zabiha Halal,These ads ran without a disclaimer,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
1698373080245187,Safe Salmon: Defend our Wild Salmon,Watershed Watch Salmon Society,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
136772905237,Historica Canada,Historica Canada,≤100
420437455160941,Planet Friendly News,Planet Friendly News,≤100
104321259649840,CATIE,CATIE,≤100
106265291831309,Unite for Change,Unite for Change,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
586362242026180,Radio-Canada OHdio,Radio-Canada,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
1522162571382952,Oceana Canada,Oceana Canada,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,≤100
243435756499271,Dan Mazier,Dan Mazier,≤100
142208566054,YMC,Ehm & Co Communications - YMC,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
102641588585816,Victoria Rumble Room,Johny D Juricic,≤100
268823146480333,Fondation INCA,INCA,≤100
1344251769044889,BC Rental Project,BC Rental Project,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
885367448177343,Bob Zimmer MP,Bob Zimmer MP,≤100
109507830610903,Woken Promises,Mavros Whessell,≤100
10633250963,Save the Children Canada,Save the Children Canada,≤100
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
105764658152064,Larry Brock,Larry Brock,≤100
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,≤100
685839561442324,Tim S. Uppal,Tim S. Uppal,≤100
102285745958242,Brian Johns,Brian Johns,≤100
21338413843,TD Friends of the Environment Foundation,TD Friends of the Environment Foundation,≤100
63358436494,Naître et grandir,Naître et grandir,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
101341720011488,ONFR+,ONFR+,≤100
115851611042,The Max Foundation,These ads ran without a disclaimer,≤100
340586163073586,Physicians for Peace,These ads ran without a disclaimer,≤100
119265981164109,MuellPage,These ads ran without a disclaimer,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
101435042163919,Dr. V. Muthuraja MLA,These ads ran without a disclaimer,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
