Page ID,Page name,Disclaimer,Amount spent (BRL)
191591598062172,Duda Ramos,Duda Brito Ramos,≤100
1460558354166610,Dr. Hiran Gonçalves,Hiran Manuel Gonçalves da Silva,≤100
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,≤100
102646395527037,James Batista Roraima,James Moreira Batista,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
1615047942043875,Júlio Cézar Medeiros,Júlio Cézar Medeiros,≤100
114407660269758,Zé Haroldo Cathedral,Jose Haroldo Figueiredo Campos,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
198123623636877,Governo de Roraima,Governo de Roraima,≤100
223383744823290,Deputado Federal Nicoletti,Antonio Nicoletti,≤100
338672846326510,Deputado Jorge Everton,Jorge Everton,≤100
100107594927557,Portal O PODER,Pontual pesquisas e mídias Eireli,≤100
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,≤100
198849783539777,Buscofem,Buscofem,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
104625758942119,Siga Antenado,Siga Antenado,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
151189004972368,Panasonic Brasil,Panasonic Brasil,≤100
465235726843103,Ambev,Ambev,≤100
110972683845381,Conta Bemol,Bemol Serviços Financeiros,≤100
333720355130,Petrobras,Petrobras,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
1587038224698973,Renova Andes,Renova Andes,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
567247806959527,CHAPA 1 - Andes pela base,CHAPA 1 - Andes pela base,≤100
1703010579956133,Eleições 2024 - Cursos Online,Curso Eleitoral,≤100
501752670007812,Cavalli Treinamentos,Ronaldo Antonio Cavalli,≤100
110106808143124,Siricutico,Siricutico Oficial,≤100
258088921369,TOTVS,TOTVS,≤100
267089136770605,Bradesco Prime,Banco Bradesco SA,≤100
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,≤100
1686950021551901,Meio,Canal Meio S.A.,≤100
112021296931600,Mônica Lopes,IBPOM,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
193719533998484,Fundação Fernando Henrique Cardoso,Fundação FHC,≤100
108462992157106,Juniior almeida,These ads ran without a disclaimer,≤100
109789152161,Sou da Paz,Sou da Paz,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
228301373863551,Agência Pública,Agência Pública,≤100
179837479250006,Marcelo Lino,Marcelo Lino Da Silva,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
175881962421988,Sesc RJ,These ads ran without a disclaimer,≤100
254046527951174,UNFPA Brasil,These ads ran without a disclaimer,≤100
107809564197704,Cetur - Conselho Empresarial de Turismo da CNC,"CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
263199020531986,JOTA,JOTA,≤100
104553347942750,Eder Borges,Eder Fabiano Borges Adao,≤100
118678938210868,SIMPI,SIMPI,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,≤100
100895669354894,MONEY WISE Research,These ads ran without a disclaimer,≤100
173480706086444,The Nature Conservancy Brasil,The Nature Conservancy Brasil,≤100
1641975619405810,APQC - Associação dos Pesquisadores Científicos do Estado de São Paulo,APQC - Associação dos Pesquisadores Científicos do Estado de São Paulo,≤100
330151147049122,Edilson Mougenot Bonfim,These ads ran without a disclaimer,≤100
861478333979600,DepBrazão,Manoel Inacio Brazao,≤100
2323904661180742,All Out Brasil,All Out,≤100
285083994905681,MDB Mulher Nacional,MOVIMENTO DEMOCRATICO BRASILEIRO BRASIL BR NACIONAL,≤100
69488070826,Fundação Abrinq,Fundação Abrinq,≤100
1395013197441419,Márcio Honaiser,Márcio Jóse Honaiser,≤100
111186368956008,Academia Brasileira de Direito Constitucional,ABDConst,≤100
108147365877214,Canal Futura,Fundação Roberto Marinho,≤100
102278674918224,Democracia Beta,Tukey Data,≤100
105604201661874,Seu Crédito Aprovado já,These ads ran without a disclaimer,≤100
107449552324057,Projeto Vereador Vitorioso,Vereador Vitorioso,≤100
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,≤100
364736787037906,Professor João Paulo Oliveira,Professor João Paulo Oliveira,≤100
104738421003389,InvestNews BR,Nubank,≤100
201878973201295,Republicanos10,Republicanos10,≤100
108015435927747,FAS - Fundação Amazônia Sustentável,Fundação Amazonia Sustentável,≤100
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,≤100
200145534070790,FEBRABAN - Federação Brasileira de Bancos,Febraban,≤100
100182705963579,José Sousa,Jose Silva,≤100
303981736949468,Jingle Vinheta,Paulo Magalhaes,≤100
109785372399873,IAB - Instituto dos Advogados Brasileiros,Instituto dos Advogados Brasileiros,≤100
106063862426200,nelsoncanedoadvogado,Nelson Canedo Motta,≤100
226121024066240,WRI Brasil,WRI Brasil,≤100
417278118453597,Orion CV,TecNegócios,≤100
1033864016716767,Trabalho Notável,These ads ran without a disclaimer,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
147258388715323,Fundação Luterana de Diaconia (FLD),Fundação Luterana de Diaconia,≤100
104409925969662,direita_paulista_patriota,These ads ran without a disclaimer,≤100
111241944518289,Cristãos na Política,Instituto Dankemo,≤100
104161123005913,Fundação Tide Setubal,Fundação Tide Azevedo Setubal,≤100
103546759205529,Portal Patriota Notícias,Portal Patriota Notícias,≤100
101687831462814,"Rodrigo Andrade, A Real Mudança",Rodrigo Andrade,≤100
630686390722675,Ramon Jorge de Souza,These ads ran without a disclaimer,≤100
1776911452335164,Vereadora Fernanda Garcia,Fernanda Garcia,≤100
101223071616706,Insight Inteligência,Insight Comunicação,≤100
1491681474458343,Bancários Rio,Sindicato dos Bancários do Rio de Janeiro,≤100
1382107615166116,Juliana Leite,These ads ran without a disclaimer,≤100
337480196266910,Federação Nacional dos Policiais Rodoviários Federais,Federação Nacional dos Policiais Rodoviários Federais,≤100
172444996112900,Fundo Brasil,Fundo Brasil,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
365328780221103,Museu da Pessoa,Museu da Pessoa,≤100
476012199439532,Dr. George Lins,George Augusto Monteiro Lins de Albuquerque,≤100
149518311835447,Renata Bueno,Renata Bueno,≤100
114248903470049,Frente Parlamentar Mista da Medicina,Frente Parlamentar de Medicina,≤100
149698499571,Gazeta do Povo,These ads ran without a disclaimer,≤100
1632845003624410,Lúcio Sorge,Lucio Sorge,≤100
132804480113814,PwC Brasil,Pedro Martins,≤100
104267705031711,Fernando Conrado - Corações e Almas,Fernando Conrado,≤100
742859855830690,IRELGOV,IRELGOV,≤100
112458488488579,Vereador Degmar,Degmar Alves Teixeira,≤100
107926134331509,Hemerson Máximo,Hemerson Máximo,≤100
103779715064518,Uma Concertação pela Amazônia,Instituto Arapyaú de Educação e Desenvolvimento Sustentável,≤100
1165488993512231,Nossas,NOSSAS,≤100
998620913587874,TC,TC TRADERS CLUB SA,≤100
131030111692902,Cirion Brasil,Cirion Brasil,≤100
363140553718136,Epoch Times Brasil,EPOCH TIMES BRASIL LTDA,≤100
101321981647613,Instituto Montese,Instituto Montese,≤100
541089776080092,Sanofi Brasil,Thaina Souza De Campos,≤100
168865359819628,NOVO 30,Partido Novo,≤100
193453687358589,Arthur Virgílio,Arthur Virgilio Neto,≤100
504148936286853,Data Goal,Data Goal,≤100
454225234639209,Vereadora Edir Sales,Edir Sales,≤100
105631062461648,Eleitoral com Carla,These ads ran without a disclaimer,≤100
267146793788529,Sem Parar Empresas,Sem Parar Empresas,≤100
1551843481731206,Jessé Sangalli,Jessé Sangalli,≤100
127789930632668,Conectas Direitos Humanos,Conectas Direitos Humanos,≤100
104941204828525,Rafael Ranic,These ads ran without a disclaimer,≤100
337834286345988,Fundação Milton Campos,Fundação Milton Campos,≤100
117939414569345,Professor Moisés,Moises Aparecido De Souza,≤100
103860934882269,Andreia Siqueira,Andreia Siqueira,≤100
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",≤100
103039778175459,Hospitais PROADI-SUS,BP – A Beneficência Portuguesa de São Paulo,≤100
104073105518900,Idiota Útil 2.0,Fredson Nascimento Dos Santos,≤100
111779693868771,Junior Lokadora,Edmilson Marinho Da Silva Junior,≤100
261092760666998,Luiza Ribeiro,Luiza Ribeiro Gonçalves,≤100
