Page ID,Page name,Disclaimer,Amount spent (NGN)
273475106700480,Peter Obi Support Network,Wilson Obinna Agu-Thomas,8184
753031955030992,Atiku-Okowa.com,One Nigeria Movement,5906
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,2768
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,1384
1663913513914881,English Cameroon for a United Cameroon,English Cameroon for a United Cameroon,1263
116248814706806,Vote4climateng,Adebiyi Agnes,817
654180731859809,T-Police,T-Police,676
123838944328164,Rethink Nigeria,Rethink Nigeria,592
103018869332378,BantuPage,Ikechukwu Orji,568
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,432
1617753965111540,Oil and Gas World/Oil Sands Strong,These ads ran without a disclaimer,346
102399141248203,Chief Edward David Onoja,Isaac Ukpahiu'ojo Agene,224
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,205
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,202
102619289418448,Refined Alliance for Atiku,Pius Ihechi Ikeoba,200
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,189
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,180
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,143
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,120
100202924924063,Page 36,Page 36,107
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,≤100
106346245449262,Shadycomics,Shadycomics,≤100
101836915650800,Veritas MEDIA,THE POLITICO,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
171885956874687,Because Of Our Tomorrow,BOOT Party,≤100
103060401407185,Bayelsa Government New Media,Bayelsa Government New Media,≤100
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
2088189391238837,Sheriff TV,These ads ran without a disclaimer,≤100
211471295567785,Dr. Paul Enenche,These ads ran without a disclaimer,≤100
1657481164511097,Advocacy For Children's Right Initiative,These ads ran without a disclaimer,≤100
430702833721611,StarTrend Int'l Magazine.,These ads ran without a disclaimer,≤100
112291551455207,stevotendency,These ads ran without a disclaimer,≤100
991055821093351,Itech Computer Center,These ads ran without a disclaimer,≤100
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,≤100
120346118099706,BrandPower,BrandPower,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
162302373802082,SHAVONE,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100
100293155085772,The Sunday Basil Agba Legacy Foundation - SBALF,These ads ran without a disclaimer,≤100
107776238886660,BatteryLand,These ads ran without a disclaimer,≤100
126460284139483,Nigerianeye,NigerianEye,≤100
110073184197491,keepingupwith_theschmalzis,These ads ran without a disclaimer,≤100
2162773263850270,Khalil Network,Khalil Network,≤100
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,≤100
1944800148931143,Initiative to Resist Institutional Slavery & Exploitation,These ads ran without a disclaimer,≤100
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100
