Page ID,Page name,Disclaimer,Amount spent (KES)
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,550
223287104715778,Oxfam,Oxfam,491
590244531002882,Hon. Adan Keynan Wehliye,Yusuf Hashi Duale,404
227862171115022,Better4Kenya,W.R.T.H.C LLC (hive),379
1506723769658512,Susan Kihika,Susan Kihika,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
101414459084910,Stephen Munania,Stephen Munania,≤100
102324481269298,Hon. Zamzam Mohammed,Obed Nyang'ai,≤100
108074294649382,maniagosafaris,These ads ran without a disclaimer,≤100
110887828116844,Private citizen,These ads ran without a disclaimer,≤100
107330044933868,UNDP Africa,These ads ran without a disclaimer,≤100
