Page ID,Page name,Disclaimer,Amount spent (SEK)
161213770567846,Operation Smile Sverige,Operation Smile Sverige,860
608975645850217,Vattenfall,Vattenfall Sverige,859
369122343101775,e.on,E.ON Sverige AB,567
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,529
126567104406,Hyresgästföreningen,Hyresgästföreningen,340
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,315
109886133732943,RESCUE - Sverige,RESCUE - Sverige,230
149155351773944,SEB,Skandinaviska Enskilda Banken,228
111630258867610,Röda Korset,Röda Korset,221
382243262003,Plan International Sverige,Plan International Sverige,211
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),176
186513678039755,Fortum,Fortum Sverige,166
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,160
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,152
72659261793,Rädda Barnen,Rädda Barnen,141
95735961890,Greenpeace Sverige,Greenpeace Sverige,135
151159271594797,Systembolaget,Systembolaget,130
369582590803,Dagens ETC,ETC-tidningarna,128
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,123
279974638809211,Oxfam Sverige,Oxfam Sverige,118
162985227114132,Skellefteå Kraft,Skellefteå Kraft,117
101341883359561,Matsmart Sverige,Matsmart,114
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
149155351773944,SEB,SEB,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
576845979156129,Techarenan,Techarenan,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
42676805259,Diakonia,Diakonia,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
91818886532,We Effect,We Effect,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
114262485262083,Konsumentverket,Konsumentverket,≤100
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
534553447006742,Klimatklubben,Klimatklubben,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
179931025357058,Kommunal,Kommunal,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
