Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,285
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100
263396107142816,Transparency International Bosna i Hercegovina,Transparency International in BiH,≤100
109652028193268,Revizije info,Revizije info,≤100
130143957050435,Autoceste FBiH,Autoceste FBiH,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
115117888166669,Pravda za hotel Drinu,Pravda za hotel Drinu,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
147315858633088,Istinomjer,Istinomjer,≤100
197596636939679,tacno.net,Tacno.net,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
101520789449070,Zaštitimo izvore Mandeka,Zaštitimo izvore Mandeka,≤100
294088307352,Direkt Portal,"Udruženje građana ""Druga priča"" - Direkt portal",≤100
102537783146375,28. Jun,These ads ran without a disclaimer,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
108245332026417,NGG Poriče Bugojno,NGG Poriče Bugojno,≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
2430163100537312,Spin Info,Spin Media,≤100
120481645203741,Dragan Bursać,Dragan Bursać,≤100
101468775840689,Jovana Cvišić,Jovana Cvišić,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
1626877920864508,Vodafone Foundation,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
100305849167750,Born To Know,These ads ran without a disclaimer,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
753740401664958,Omer Berbić - vijećnik u GV Tuzla,Omer Berbić - vijećnik u GV Tuzla,≤100
585772551567679,Perspektiva,Perspektiva,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanović,≤100
1562489730733029,Internationale Büros,These ads ran without a disclaimer,≤100
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
257210261130698,Hrvatska republikanska stranka,Hrvatska republikanska stranka,≤100
