Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,≤100
229641360457150,Good Governance Africa,Good Governance Africa,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
1442286572460668,Inside Education,Inside Education,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
1271402709601865,HEALA,HEALA,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
