Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,227
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,158
57206003848,Greenpeace Africa,Greenpeace Africa,120
6011868110,Democratic Alliance,Democratic Alliance,113
178713262328364,DA KZN,Democratic Alliance,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
102516258668317,Siza Water,Fahim N Farzanah Dawood,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
2145594122138312,Action Society,Action Society,≤100
379138726819,ACDP,African Christian Democratic Party,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
195909420099,Solidariteit,Solidariteit,≤100
1465712277083948,Poly cảm xúc,These ads ran without a disclaimer,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
107169379305548,TLU SA,TLU SA,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
103278761413963,Empowering SA,Empowering SA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,≤100
104692291218239,DA Free State Future Leaders Programme,Democratic Alliance Free State,≤100
106121525732944,Laizy Crew,These ads ran without a disclaimer,≤100
562471887119419,DHL Africa,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
2276643792655926,Parallel Flight Technologies,These ads ran without a disclaimer,≤100
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100
