Page ID,Page name,Disclaimer,Amount spent (NOK)
10953652930,Høyre,Høyre,119
234659001772,Arbeiderpartiet,Arbeiderpartiet,≤100
119258624775294,Agder Arbeiderparti,Agder Arbeiderparti,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
135843375926,UNICEF Norge,UNICEF Norge,≤100
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,≤100
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
186245021399622,Agder Senterparti,Agder Senterparti,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
690242244399816,Fagforbundet Agder,Fagforbundet Agder,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
1583324988565868,Stortinget,Stortinget,≤100
20468812735,LO,LO,≤100
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,≤100
110909695608019,Sparebanken Sør,Sparebanken Sør,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
387075338568282,Pressure,Pressure,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
131267734363,Kirkens Nødhjelp,Kirkens Nødhjelp,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
118470544845764,Moss SV,Moss SV,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
113006005045036,Attack konferansen,Attack konferansen,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
159084565236,Transit magasin,Transit Media AS,≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
10254410675,Venstre,Venstre,≤100
128566103830426,Civita,Civita AS,≤100
112631767587663,Meninger24,Meninger24,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
216398705057225,Enebakk Arbeiderparti,Enebakk Arbeiderparti,≤100
192765217401184,Fru Timian,These ads ran without a disclaimer,≤100
544509242351729,Felleslista Færder Rødt/SV,Felleslista Færder Rødt/SV,≤100
119642604483174,EU News,These ads ran without a disclaimer,≤100
209606089053723,Vennesla senterparti,Vennesla senterparti,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
111891255254882,Cornerstone Business Group,These ads ran without a disclaimer,≤100
110319640757764,Leadvent Group,These ads ran without a disclaimer,≤100
511107742592187,Lawemedia,These ads ran without a disclaimer,≤100
