Page ID,Page name,Disclaimer,Amount spent (USD)
10128918116,Gavin Newsom,Campaign for Democracy PAC,110
687089684739095,Vermont Gas Systems,VERMONT GAS SYSTEMS INC,≤100
122258358636926,Sound of Freedom Movie,"Sound of Freedom, LLC",≤100
103875099042033,DailyWire+,The Daily Wire,≤100
131159566895612,Rethink Runoff Stream Team,CHITTENDEN COUNTY  REGIONAL PLANNING COMMISSION,≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
100638816262725,Rep. Becca Balint,Representative Becca Balint,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
54736059724,Vermont Fish & Wildlife,Vermont Fish & Wildlife,≤100
107483817554072,WorkMoney,WorkMoney,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,≤100
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
431891506856669,Dove,Unilever,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
7860876103,Joe Biden,BIDEN VICTORY FUND,≤100
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,≤100
851220855030432,J.P. Morgan,"JPMORGAN CHASE BANK, NA",≤100
57259033959,AARP,AARP,≤100
385473284886474,Hillsdale College,Hillsdale College,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
7341997111,Conservation International,Conservation International with Facebook Ad Credits,≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
92925746942,Judicial Watch,Judicial Watch,≤100
1562713090633117,Operation Underground Railroad,OPERATION UNDERGROUND RAI,≤100
24470472733,The Trevor Project,The Trevor Project,≤100
243184199040637,Caring Across Generations,Caring Across Generations,≤100
388608874845516,Joy Ofodu,Unilever USA,≤100
104394262049761,Jeremy's Razors,The Daily Wire,≤100
110483677935904,Team DeSantis,Ron DeSantis for President,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
7263476274,Mercy Corps,Mercy Corps,≤100
144105014310,Panasonic North America,Panasonic North America,≤100
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
428821014132730,Katie Porter,KATIE PORTER FOR SENATE,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
30139072158,CARE,CARE,≤100
103478796015358,Neverbackdown,NEVER BACK DOWN INC.,≤100
100684991996307,November Coalition,NOVEMBER COALITION,≤100
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,≤100
104977525752112,Freedom of Patriots,Freedom of Patriots,≤100
6514736316,Walden University,Walden University,≤100
104623832132932,Perry Johnson,PERRY JOHNSON FOR PRESIDENT INC.,≤100
153080620724,Donald J. Trump,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,≤100
104526338457716,Renewable Energy Future,NEFI,≤100
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,≤100
23875187730,Feeding America,Feeding America,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
201248453800242,My Pay My Say,Mackinac Center for Public Policy,≤100
140357056032320,NEA Today,National Education Association,≤100
103375628943529,Adam Frisch,Adam for Colorado,≤100
38471053686,Elizabeth Warren,"WARREN FOR SENATE, INC.",≤100
121268821249550,World Central Kitchen,World Central Kitchen,≤100
9062006483,REI,"RECREATIONAL EQUIPMENT, INC.",≤100
106583555450073,Bidencare Health Plans,Obamacareplans,≤100
314499212242,Pfizer,Pfizer Inc.,≤100
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,≤100
101704558574021,Lucas Kunce,Lucas Kunce for Missouri,≤100
84177291169,"Dairy Farmers of America, Inc.",DAIRY FARMERS OF AMERICA INC,≤100
253312980194,Community Catalyst,COMMUNITY CATALYST INC,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
7341997111,Conservation International,Conservation International,≤100
12375354406,USO,United Service Organizations,≤100
6266829799,Sherrod Brown,FRIENDS OF SHERROD BROWN,≤100
