Page ID,Page name,Disclaimer,Amount spent (GBP)
26698813123,British Red Cross,British Red Cross,≤100
7715002593,UNICEF UK,Unicef UK,≤100
100771226087265,Susie's Tips,Susie's Tips,≤100
9250349228,Greenpeace UK,Greenpeace UK,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
799576543492660,The Week Junior,The Week Junior,≤100
311627208673,WWF UK,WWF UK,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
117230778296352,Sky,Mediacom,≤100
11965205188,Practical Action,Practical Action,≤100
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),≤100
177855115588808,The Week UK,The Week UK,≤100
7043497714,Christian Aid,Christian Aid,≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
106946654868342,Water's Worth Saving,Water UK,≤100
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100
121936349543,World Vision UK,World Vision UK,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
8555757947,Tearfund,Tearfund,≤100
6233536938,War Child UK,War Child UK,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100
231560673534071,The Institute of Art and Ideas,The Institute of Art and Ideas,≤100
394936823930287,Age International,Age International,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
7624294394,Amnesty International UK,Amnesty International UK,≤100
122052607808255,CAGE,CAGE,≤100
346684596111093,KinKind,KinKind Ltd,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
1689013614665814,HEINEKEN UK,HEINEKEN UK,≤100
107236885595260,Simple secret,These ads ran without a disclaimer,≤100
601388547012748,Ecologi,Ecologi,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee - UK,≤100
158077247591710,Refuge,Refuge,≤100
18933154958,CARE International UK,CARE International UK,≤100
483680375497477,Shell Energy,Shell Energy Retail Limited,≤100
211614899544570,Long Live The Local,British Beer & Pub Association,≤100
113381307050565,Wild Justice,Wild Justice,≤100
603389616739829,Bite Back 2030,Bite Back 2030,≤100
12887299861,Warwick Economics Summit,Warwick Economics Summit,≤100
397367290369272,Project Solar UK,Project Solar UK,≤100
326115837721445,GUNNA,Gunna,≤100
112712550420527,Sumofus UK,SumOfUs,≤100
105304415266997,econ.mo,These ads ran without a disclaimer,≤100
1503185916668051,Left Book Club,Left Book Club,≤100
61950489543,Labour North West,The Labour Party,≤100
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100
175584152579855,Unite the union,Unite the union,≤100
352254431506201,Shout Out UK,Shout Out UK,≤100
569834799727730,National Grid UK,National Grid UK,≤100
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100
403877409786180,Great Commission Society,Great Commission Society,≤100
25749647410,The Labour Party,The Labour Party,≤100
1742133642754647,It Gets Better UK,It Gets Better UK,≤100
169042736456594,All Out,All Out,≤100
21517406388,Trees for Cities,Trees for Cities,≤100
8270524646,Alzheimer's Society,Alzheimer's Society,≤100
101183108039162,P1vital,P1vital,≤100
101078319487563,Discovering Quakers,Discovering Quakers,≤100
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,≤100
8422578815,Soil Association,Soil Association,≤100
101556566027885,Climate Change Book Club,These ads ran without a disclaimer,≤100
1731766737063825,Greenspark,Greenspark,≤100
138007436233900,Public Health Agency,Public Health Agency,≤100
116033721373210,Secret007,These ads ran without a disclaimer,≤100
111431421675418,aida.a.interiors,These ads ran without a disclaimer,≤100
100432571538898,The Natural Patch Co.,These ads ran without a disclaimer,≤100
