Page ID,Page name,Disclaimer,Amount spent (ISK)
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,840
573559522797177,Flokkur fólksins,Flokkur Fólksins,540
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,470
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,178
128854307193614,Landsvirkjun,Landsvirkjun,171
737169626371453,Heimildin,Stundin,159
154893001218870,ADHD samtökin,ADHD samtökin,132
106979180938014,Samstöðin,Samstöðin ehf,≤100
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,≤100
137524753533383,Miðflokkurinn,Miðflokkurinn,≤100
626846780726124,Viðreisn,Viðreisn,≤100
891586070909976,Endangered Species Foundation of New Zealand,These ads ran without a disclaimer,≤100
