Page ID,Page name,Disclaimer,Amount spent (MXN)
113432345067152,Mujeres por la Transformación de Oaxaca,Mujeres por la Transformación de Oaxaca,7797
104518395995904,La Transformación Sigue,La Transformación Sigue,3872
126053684120856,Gobierno del Estado de Oaxaca,Gobierno del Estado de Oaxaca,2692
923633637651202,Morena Sí,Morena Sí,1847
589986837753932,Salomón Jara Cruz,Gobierno del Estado de Oaxaca,1813
114249423327281,Los Reporteros MX,Los Reporteros MX,1617
688172781386207,Azael Santiago Chepi,Azael Santiago Chepi,1453
118089944564637,El México que Informa,El México que Informa,1050
123747293960586,Simples Datos,Simples Datos,795
1424057367811413,Ipas México,Jennifer Gonzalez Campos,694
674787152562466,Guelaguetza Oficial,Gobierno del Estado de Oaxaca,624
100754365658951,Amir Ibrahim Periodista,Ibrahim Mohamed Alfie Amir,408
115475744802204,Oleada 4T,Oleada 4t,291
111335258596893,Mandarina Noticias,Mandarina Noticias,271
182252948625872,Los Rescatadores,"Refleacciona con Responsabilidad, A.C.",248
1452189031676518,Hyundai México,HYUNDAI MEXICO,242
56713285274,Greenpeace México,Greenpeace México,239
179387312078698,Partido Verde Ecologista México,Partido Verde Ecologista de México,220
1399099193667071,WP Creative Group,These ads ran without a disclaimer,213
107635172121696,Bxido Xishe Jara Bolaños,Bxido Xishe Jara Bolaños,196
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,193
110320423807974,Latinus,Latinus,186
106975578532048,Primer Minuto MX,Primer Minuto MX,171
264773293005,Marko Cortés,Marko Cortés,142
101267031439463,Voz de las Empresas,Consejo de la Comunicación,132
387796290649,GNP Seguros,GNP Seguros,132
458859544909547,DICES,DICES,132
109634395756375,Save the Children México,Save the Children México,131
215155355246903,Francisco Cabeza De Vaca,Francisco Cabeza De Vaca,112
103146715098739,Jaime Acevedo,INGENIO,107
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,≤100
254852601222832,Cemex México,CEMEX México,≤100
100538335043360,50 más 1 Oaxaca,Maria Ximena Sosa Santoveña,≤100
213693228664478,Cámara de Diputados - H. Congreso de la Unión,Camara de Diputados - H. congreso de la unión,≤100
106865972279596,Por amor a México,Por Amor A Mexico,≤100
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,≤100
465777803515977,Poncho Gutiérrez,Poncho Gutiérrez,≤100
100430528133355,Información México,Información México,≤100
103031471217211,El Quintana Roo Mx,El Quintana Roo Mx,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
100912992973625,La Política Actual,Josefina Garcia Saldaña,≤100
100542251736413,Liz Arroyo,Liz Arroyo,≤100
121113000968126,Cuatroteísmo Avanza,Oscar Gomez Castellanos,≤100
123382667413696,Estudios de Opinión Pública by Demoscopia Digital,Mario Garza,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
109573938764758,Con Claudia hasta el Final,Ana Maria Torres Rivera,≤100
106681135502068,Ismael Carvallo,Ismael Carvallo,≤100
330687001173397,Olivia Salomón,Olivia Salomón,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
1824552704460369,Angel Garza Reséndez,Coalición Rescatemos Coahuila,≤100
