Page ID,Page name,Disclaimer,Amount spent (MXN)
923633637651202,Morena Sí,Morena Sí,2567
109175599170805,Cuauhtémoc Ochoa Fernández,Cuauhtémoc Ochoa Fernández,1524
1834107960160586,Marco A. Mendoza Bustamante,Marco Antonio Mendoza Bustamante,614
107706072301233,La Gaceta de Hidalgo,La Gaceta de México,563
108867481456870,El Diario de México,Diario de México,390
117194212331544,Edoméx Te Informa,Edomex Te Informa,339
1520610478183053,Badabun,Vanessa Rivera,296
107674698244753,In-Pacto Noticias,In-Pacto Noticias,272
1764550793836865,Titina Gómez,Titina Gómez,270
124631600949535,Yo Influyo,Yoxmex,224
56713285274,Greenpeace México,Greenpeace México,214
101267031439463,Voz de las Empresas,Consejo de la Comunicación,204
133478060111915,CEMEX Impacto Social,CEMEX México,196
104169981002558,Hidalgo Decide,Hidalgo Decide,193
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,168
402196160175517,Francisco Patiño Cardona,Francisco Patiño Cardona,162
359279754116464,Carolina Viggiano,Alma Carolin Austria Viggiano,157
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,147
254852601222832,CEMEX México,CEMEX México,129
285058928236909,Mauricio Vila,Mauricio Vila,117
103146715098739,Jaime Acevedo,INGENIO,115
114158248252278,Convocatorias 2023,Convocatorias 2023,113
395653280621495,OLV con los políticos,OLV con los políticos,109
1545555582174942,TResearch,TResearch,105
579432985567524,Dinámico Informativo,Dinámico Informativo,≤100
254852601222832,CEMEX México,These ads ran without a disclaimer,≤100
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,≤100
108819392526809,Partido Acción Nacional,Partido Acción Nacional,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
109634395756375,Save the Children México,Save the Children México,≤100
421877377878288,Municipio de Querétaro,Municipio de Querétaro,≤100
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,≤100
279128372120983,PACHUCA INFORMA,PACHUCA INFORMA,≤100
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,≤100
526184917516123,Sin Filtro Hidalgo,Sin Filtro Hidalgo,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
1758743681101214,Pasquín Digital,Pasquín Digital,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
102571299059219,Centro de Desarrollo y Actualización de Competencias,Joaquin Tovilla Lopez,≤100
458859544909547,DICES,DICES,≤100
102065768985518,Siempre es Noticia,Siempre es Noticia,≤100
109274195183155,La CDMX que soñamos,La CDMX que soñamos,≤100
118474891217708,Abril 2023,Andrea Acosta Romero,≤100
105728245738079,Andan Agusto,Que Siga López,≤100
100181445177820,La Jornada Hidalgo,David Gonzalez,≤100
107652783975551,CS Medicina Estética,CS Medicina Estética,≤100
100242005506001,Medestetic México,Medestetic México,≤100
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,≤100
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,≤100
1906429816285166,Género y Política PRD Tv web,Canek Ortega Cano,≤100
196705420663884,Código Magenta,Código Magenta,≤100
120923597592109,Hoy Sí Mx,Consejo de la Comunicación,≤100
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,≤100
479751765559726,Manuel Hernández Badillo,Manuel Hernández Badillo,≤100
283674865910754,Reporteros Sin Censura,Tresa Publicidad,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
101701991930418,UNIDEV,UNIDEV,≤100
345995382241686,PODER 360,PODER 360,≤100
114024430364416,YoXmx,Yoxmex,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
235606900176440,Macronews,Macronews,≤100
107511518695730,Fuera prianistas de la CDMX,Fuera prianistas de la CDMX,≤100
114880227093290,Centro de Reconocimiento de la Dignidad Humana,Centro de Reconocimiento de la Dignidad Humana,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
108364860944816,En mi Opinión,En mi Opinión,≤100
233652128065243,Goberna México,Goberna Consultoría Política,≤100
102640044973992,Lalo Olguín,Lalo Olguín,≤100
106926388587850,elcuartopoder.mx,elcuartopoder.mx,≤100
116437828394342,Phiten Mexico,Phiten Mexico,≤100
705664389542388,Píntale un Dedo,Píntale un Dedo,≤100
102292168590496,Centro de Innovación y Actualización Profesional,Christian Jazmin Arechiga Lopez,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
115592847024547,Iraís Reyes,Iraís Reyes,≤100
351194631568626,Secretaría de Economía Sinaloa,Secretaría de Economía Sinaloa,≤100
105533795460071,Norte Monrealista,Norte Monrealista,≤100
115543218144896,Diario El Mexicano,El Mexicano Diario,≤100
229422400424478,Julieta Mejía,Julieta Mejía,≤100
1812297282329742,Jorge Triana,Jorge Triana Tena,≤100
108285588456412,Instituto Dasein Meraki,Silvia Jazmin Zarate Chong,≤100
511703009188988,Azucena Cisneros Coss,Azucena Cisneros Coss,≤100
2059420467624770,El Tecolote Diario,El Tecolote Diario,≤100
129116715379616,La Lotería Del Pueblo,Hugo Junco Olvera,≤100
101435299357501,Ahora #EsAdán,Con Adan Si,≤100
101128435630238,Química y Formulación,Química y Formulación,≤100
107727682047392,XunMexicodeverdad,X UN MÉXICO DE VERDAD,≤100
645731535452116,FactoMétrica,FactoMétrica,≤100
102268952205344,Noticias México,Kimberley Lisset Martinez Alanis,≤100
100431071908734,La-Lista,DCS MEDIA & COMMUNICATIONS,≤100
171494803269262,Noticias México,euthenics,≤100
455584087798414,Agendahidalguense,Emilio López Peña,≤100
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,≤100
103330742206848,Hamlet Almaguer,Hamlet Almaguer,≤100
411235336284306,Empresarios por la Cuarta Transformación,"Empresarios 4T, Asociación Civil",≤100
113878327463019,Osiris Leines,Norma Jovita Juárez Munoz,≤100
110187414493874,Plataforma Informativa Mexicana #PIM,euthenics,≤100
265938437673601,Yo Soy Mi Planeta,Yoxmex,≤100
103537836039543,Osoigo_México,Osoigo México,≤100
101461686043880,Centro Certificador de Estudios Especializados.,Abel Ivan Aragon Maldonado,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
320349101760473,Inboplast A.C.,Inboplast A.C.,≤100
658580710854883,Nueve Arte Urbano,Eduardo Sánchez Becerra,≤100
237316300021978,Erandi Bermúdez,Erandi Bermúdez,≤100
1513440132267556,Jose Luis Lima Morales,Jose Morales,≤100
1652936734992877,Noticias en la Mira,Tresa Publicidad,≤100
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,≤100
104546498723247,Mauricio Cantú,Mauricio Cantú,≤100
540795076057624,Enfoco.mx,Enfoco.mx,≤100
409860279031575,Sandvik Coromant México,These ads ran without a disclaimer,≤100
110766427433130,Cambio de Rumbo,Cambio de Rumbo,≤100
100513488319963,Comité Nacional de Jóvenes Por México a.c,Comité Nacional de Jóvenes Por México a.c,≤100
1892756260949366,Joaquín Zebadúa Alva,Jonathan Samuel Cervantes Rodriguez,≤100
127742656898945,Miguel Ángel Guerra Gutierrez,Miguel Ángel Guerra Gutiérrez,≤100
138350596230547,GIRE - Grupo de Información en Reproducción Elegida,Menu Agency,≤100
