Page ID,Page name,Disclaimer,Amount spent (PLN)
160978464020426,Sławomir Nitras,Sławomir Nitras,608
122074554119,EU Social,EU Social,≤100
755363824547489,Violetta Porowska,Violetta Porowska,≤100
102811109411234,Do:łącz,Dołącz,≤100
237466786344157,European Movement,European Movement International with Facebook ad credits,≤100
174206705974890,Nowa Nadzieja - Opole,Nowa Nadzieja,≤100
249822819124990,Longin Bartnik,Nowa Nadzieja,≤100
100856019466822,Centrum Zielonej Transformacji OPOLE,Zakład Komunalny Opole sp. z o.o.,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
178362315106,European Parliament,European Parliament,≤100
102931488739,Platforma Obywatelska,Platforma Obywatelska,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,≤100
109195713992276,Michał Nowak Radny Miasta Opola,Michał Nowak Radny Miasta Opola,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
167137436954873,Katarzyna Czochara,Katarzyna Czochara,≤100
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
199877710116314,Patryk Jaki,Grupa EKR - Patryk Jaki MEP,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
107099115544539,Zostań Dłużej,Euvic Media,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
199446073725474,BohaterON,Fundacja Sensoria,≤100
1409912839305445,Malgorzata Wilkos,Malgorzata Wilkos,≤100
107750507339408,Bart Staszewski,Fundacja Basta,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
1465965073732774,Łukasz Kohut,Łukasz Kohut,≤100
386427264881621,Wojciech Komarzyński - Radny Brzegu,Wojciech Komarzyński - Radny Brzegu,≤100
109912758862820,GG Group,These ads ran without a disclaimer,≤100
114699243232023,Paweł Jabłoński,Paweł Jabłoński,≤100
145040892212618,Ministerstwo Obrony Narodowej,Ministerstwo Obrony Narodowej,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
91021863613,Szlachetna PACZKA,Stowarzyszenie Wiosna,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
113143203693,Santander Bank Polska,Santander Bank Polska,≤100
110058531445574,Janusz Cieszyński,Janusz Cieszyński,≤100
191915794152593,Mniejszość Niemiecka w Opolu / Deutsche Minderheit in Oppeln,Towarzystwo Społeczno-Kulturalne Niemców na Śląsku Opolskim,≤100
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",≤100
104997021319572,FSC Polska,FSC Polska,≤100
2120416424876335,Grzegorz Macko - Wicemarszałek Województwa Dolnośląskiego,Grzegorz Macko - Wicemarszałek Województwa Dolnośląskiego,≤100
129996417011607,Marcin OCIEPA,Marcin OCIEPA,≤100
1493760307522390,CityFit,CityFit,≤100
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",≤100
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,≤100
117343634684132,Nasze MAKi,Nasze MAKi,≤100
106732970691262,Paweł Hreniak - Poseł na Sejm RP,Paweł Hreniak - Poseł na Sejm RP,≤100
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,≤100
1385442168407390,RehaIntegro-Kursy,RehaIntegro-Kursy,≤100
932007013676842,Włodzimierz Skalik,These ads ran without a disclaimer,≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,≤100
101861849611988,Nie dla Tuska,Nie dla Tuska,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
146599018696771,NATO,NATO,≤100
154596731319540,Arkadiusz Myrcha,Arkadiusz Myrcha,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
134214926657042,Radosław Sikorski,Radosław Sikorski,≤100
1683534065241470,OKO.press,OKO.press,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
398575110474591,Krzysztof Gadowski - Poseł na Sejm RP,Krzysztof Gadowski - Poseł na Sejm RP,≤100
489216781491967,Fundacja Odpowiedzialna Polityka,Fundacja Odpowiedzialna Polityka,≤100
101308606381839,Common Future,Grupa MTP,≤100
105849852557018,Centrum Analiz Wyborczych,Akademia Jagiellońska w Toruniu,≤100
110491392351511,LINK4,LINK4,≤100
203627442993022,Portal Oświatowy,Wiedza i Praktyka,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
291839444209363,Polski Klub Ekologiczny Koło Miejskie w Gliwicach,"Polski Klub Ekologiczny w Krakowie, Koło Miejskie w Gliwicach",≤100
106293734085247,Instytut im. Romana Rybarskiego,Instytut im. Romana Rybarskiego,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
1821361227955255,Magazyn Aptekarski,Magazyn Aptekarski,≤100
