Page ID,Page name,Disclaimer,Amount spent (NOK)
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,1027
234659001772,Arbeiderpartiet,Arbeiderpartiet,747
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",656
111345183340,Fagforbundet,Fagforbundet,653
58473863651,Amnesty International Norway,Amnesty International Norge,578
135843375926,UNICEF Norge,UNICEF Norge,508
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,482
10953652930,Høyre,Høyre,480
371106536283235,DAG OG TID,Dag og Tid AS,472
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,470
2398568533531114,Velferdsmiks,NHO Geneo,340
106525135779095,Forebygging som fungerer,Tryggere Ruspolitikk,336
391617260945237,LO Oslo og Akershus,LO,322
132368899297,Framtiden i våre hender,Framtiden i våre hender,276
75381641215,Raymond Johansen,Oslo Arbeiderparti,273
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,260
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,197
102203325950193,Ingvild Lemme Kristiansen,Stendi,186
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,174
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,141
141589002521022,Oslo Høyre,Oslo Høyre,112
157932564240522,Lørenskog FrP,Lørenskog FrP,108
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,≤100
104701569617247,Arbeid & Inkludering,Arbeid & Inkludering,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,≤100
149452772322646,Snusinfo.no,Swedich Match Norge,≤100
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100
322525743444,Get Inspired,These ads ran without a disclaimer,≤100
387075338568282,Pressure,Pressure,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
109197949130115,Kvinnefronten,Kvinnefronten i Norge,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
647021275725216,Nancy Hansson Gogstad,Lørenskog Sosialistisk Venstreparti,≤100
20468812735,LO,LO,≤100
330056561320,Changemaker Norge,Changemaker Norge,≤100
1608840279385270,Stovner FrP,Stovner FrP,≤100
159084565236,Transit magasin,Transit Media AS,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
227191093978100,Bømlo Arbeiderparti,Bømlo Arbeiderparti,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100
173739506066242,LO Internasjonalt,LO,≤100
120815981305897,KS Kommunesektorens organisasjon,KS Kommunesektorens organisasjon,≤100
128566103830426,Civita,Civita AS,≤100
112631767587663,Meninger24,Meninger24,≤100
10254410675,Venstre,Venstre,≤100
111036919049229,Offshore Norge,Offshore Norge,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,≤100
100231879042950,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,Fylkesordførerkandidat Niklas Memic-Eriksen - FrP,≤100
511107742592187,Lawemedia,These ads ran without a disclaimer,≤100
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,≤100
101517431718355,Generasjonspartiet,Generasjonspartiet,≤100
544509242351729,Felleslista Færder Rødt/SV,Felleslista Færder Rødt/SV,≤100
587089404733523,Vestre Toten Arbeiderparti,Vestre Toten Arbeiderparti,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
114596908322776,Hовости Eвропы,These ads ran without a disclaimer,≤100
192765217401184,Fru Timian,These ads ran without a disclaimer,≤100
182722095112422,Målselv Arbeiderparti,Målselv Arbeiderparti,≤100
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100
136088969880141,AirHelp,These ads ran without a disclaimer,≤100
106270215428,Wix,These ads ran without a disclaimer,≤100
1374723796115345,Glashütte Original,These ads ran without a disclaimer,≤100
110329025422809,Срочные новости,These ads ran without a disclaimer,≤100
110010982106675,Spire Corporation,These ads ran without a disclaimer,≤100
118175697959617,Know Your Facts,These ads ran without a disclaimer,≤100
