Page ID,Page name,Disclaimer,Amount spent (ILS)
638721842824344,עליזה בלוך,עליזה בלוך,582
979469898759509,יוסי חביליו - Yosi Havilio,יוסי חביליו - Yosi Havilio,402
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,390
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,295
124191360932729,התעוררות בירושלים,התעוררות בירושלים,246
204780362875106,מקור ראשון,מקור ראשון,224
107217383988190,מגזין אפוק,Epoch Magazine,217
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,192
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,177
1073548259341247,לובי 99,לובי 99,156
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,155
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,155
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,146
518230731522883,Laura Wharton לורה ורטון,Laura Wharton לורה ורטון,138
109861774703806,MK Simon Davidson - סימון דוידסון,MK Simon Davidson - סימון דוידסון,106
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,105
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,104
116031104824063,ניב ויזל,ניב ויזל,103
1662907067255622,איגוד הגז הטבעי,Unik,101
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,≤100
502039876516834,משרד המשפטים,משרד המשפטים,≤100
113257552029689,Israel Police - משטרת ישראל,Israel Police,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,≤100
1457440094475905,Stav Shaffir סתיו שפיר,Stav Shaffir סתיו שפיר,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
112848572066805,מחאת ההייטק,מחאת ההייטק,≤100
655074111504644,تاغ ميئير: أمل، لا إرهاب,تاغ ميئير: أمل، لا إرهاب,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,≤100
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
877405719007268,מכון ארגמן - Argaman Institute,מכון ארגמן,≤100
2588484674623591,Hitorérout - Tous Ensemble Pour Jérusalem,Hitorérout - Tous Ensemble Pour Jérusalem,≤100
119026761100216,Misgav Institute for National Security and Zionist Strategy,מכון משגב לאסטרטגיה ציונית ולביטחון לאומי,≤100
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
153277438078760,מרכז קטיף,מרכז קטיף,≤100
622545034511462,נשים עושות שלום - نساء يصنعن السلام  - Women Wage Peace,נשים עושות שלום - نساء يصنعن السلام  - Women Wage Peace,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,≤100
117658294683078,ישראלTop5,top5israel,≤100
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,≤100
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,≤100
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,≤100
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,≤100
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',≤100
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,≤100
108979322204008,יוסי דגן - yosi dagan,יוסי דגן - yosi dagan,≤100
155237077282,מגמה ירוקה - Green Course,מגמה ירוקה - Green Course,≤100
105012199576859,E-srael,E-srael,≤100
310003182800720,עושים חקלאות ישראלית - מועצת הצמחים,עושים חקלאות ישראלית - מועצת הצמחים,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,≤100
320332825403620,מסורת שומרים על האמונה - יקנעם,מסורת שומרים על האמונה - יקנעם,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
198917210119704,שלום עכשיו,שלום עכשיו,≤100
341448679281672,יריב לוין - Yariv Levin,yariv levin - יריב לוין,≤100
124692413947278,ארי אודס,ארי אודס,≤100
399925850154841,מרכז ישיבות ואולפנות בני עקיבא,מרכז ישיבות ואולפנות בני עקיבא,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,≤100
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100
1066491536711796,ערן דמרי עורך דין תעבורה /פלילי,ערן דמרי עורך דין תעבורה /פלילי,≤100
172680759548006,האקדמית רמת-גן,המכללה האקדמית רמת גן,≤100
676393582408863,כולנו עם עצורי ציון,כולנו עם עצורי ציון,≤100
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's Way - דרך שירה בנקי,≤100
104783631865965,תלם,קרן ברל כצנלסון,≤100
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,להב,≤100
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,≤100
507647555954176,Boaz Toporovsky - בועז טופורובסקי,yesh atid,≤100
548633762006156,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,השילוח - כתב עת ישראלי להגות ומדיניות - Hashiloach,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
140020759367864,הוועד נגד עינויים -  Pcati - اللجنة لمناهضة التعذيب,The Public Committee Against Torture in Israel,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
756869797682674,Свободный Израиль,Свободный Израиль,≤100
102538596209008,יאיר שטבון - לראשות העיר אריאל,lior shapira,≤100
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100
279345532129864,ההסתדרות הציונית העולמית,ההסתדרות הציונית העולמית,≤100
110953105276453,"מרלן שחאדה, משרד עורכי דין","מרלן שחאדה, משרד עורכי דין",≤100
645460249284616,דינמיקלאס - DynamiClass,DynamiClass,≤100
282465959232197,"Павел Полев, вице-мэр города Ариэль","Павел Полев, вице-мэр города Ариэль",≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100
193264714026809,אמונה - תנועת האישה הדתית לאומית,אמונה - תנועת האישה הדתית לאומית,≤100
161096657252221,שוברים שתיקה,שוברים שתיקה,≤100
107110828789769,רוני בריק,רוני בריק,≤100
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,≤100
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,≤100
1488683331426934,Enerpoint Israel Solar Energy - אנרפוינט ישראל אנרגיה סולארית,These ads ran without a disclaimer,≤100
100869341561907,תוצרת הארץ • הביטחון הלאומי שלנו,תוצרת הארץ • הביטחון הלאומי שלנו,≤100
114190047078119,היוזמה לצמצום הסכסוך,היוזמה לצמצום הסכסוך,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
100185971057,מכון משגב לביטחון לאומי ולאסטרטגיה ציונית,These ads ran without a disclaimer,≤100
243941715737870,אורית סטרוק- orit strouk,אורית סטרוק,≤100
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100
