Page ID,Page name,Disclaimer,Amount spent (ISK)
1434262256802295,Borgarbyggð,Borgarbyggð,7490
737169626371453,Heimildin,Stundin,171
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
152804904889,Samfylkingin,Samfylkingin,≤100
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
626846780726124,Viðreisn,Viðreisn,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
156161194561570,Kjarninn,Kjarninn,≤100
127758293960074,Evrópuhreyfingin - Já Ísland,Evrópuhreyfingin,≤100
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,≤100
