Page ID,Page name,Disclaimer,Amount spent (PLN)
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,412
1227194230675141,Pratia,Pratia SA,187
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,183
1100158536843507,Andrzej Gut-Mostowy,Biuro Poselskie Andrzeja Guta-Mostowego,179
311278685609822,Fundacja Centaurus,These ads ran without a disclaimer,161
102931488739,Platforma Obywatelska,Platforma Obywatelska,115
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,111
448526941964220,Urszula Augustyn Posłanka na Sejm RP,Biuro Poselskie Posłanki Urszuli Augustyn,104
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,≤100
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,≤100
104420026017311,Poland 24,These ads ran without a disclaimer,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,≤100
656462304404326,Служба розшуку дітей,These ads ran without a disclaimer,≤100
228168274881,wysokieobcasy,wysokieobcasy,≤100
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
339855706171439,Dobra Fabryka,Dobra Fabryka,≤100
634178786679448,Aleksander Miszalski - Poseł na Sejm RP,Aleksander Miszalski - Poseł na Sejm RP,≤100
178415208919146,Suwerenna Polska,Solidarna Polska,≤100
737382823002282,Anna Pieczarka,Anna Pieczarka,≤100
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,≤100
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100
144808095552639,ING Polska,ING Polska,≤100
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),≤100
514735281965536,Demagog,Stowarzyszenie Demagog,≤100
330948814327976,Patryk Wicher,Patryk Wicher,≤100
178362315106,European Parliament,European Parliament,≤100
102811109411234,Do:łącz,Dołącz,≤100
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,≤100
1221619051205439,Tomasz Daros - Radny Miasta Krakowa,Tomasz Daros - Radny Miasta Krakowa,≤100
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,≤100
1683534065241470,OKO.press,OKO.press,≤100
204903786190980,Żydowskie Muzeum Galicja,Fundacja Galicia Jewish Heritage Institute,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",≤100
111275624780972,Erase Indifference,Erase Indifference,≤100
95661128574,Radio ESKA,Radio ESKA,≤100
118989219498176,PZFD Kraków,These ads ran without a disclaimer,≤100
123910440019,Renew Europe,Renew Europe Group,≤100
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
1499232346986321,Jakub Kosek - Radny Miasta Krakowa,Jakub Kosek - Radny Miasta Krakowa,≤100
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,≤100
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,≤100
113905148397308,Portal Obronny,Se.pl,≤100
111976168012777,Antoni Holik - Radny Rady Miejskiej w Skawinie,Antoni Holik - Radny Rady Miejskiej w Skawinie,≤100
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,≤100
276860619087002,Sylwester Tułajew,Sylwester Tułajew,≤100
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",≤100
286672948180163,Tomasz Trela,Poseł Tomasz Trela,≤100
173086948664,Infor.pl,Infor.pl,≤100
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,≤100
250387950908,Tygodnik Solidarność,Tygodnik Solidarność,≤100
391098174296294,Super Express,se.pl,≤100
102577288350341,Super Biznes,se.pl,≤100
118055394941878,ABB,Performance Media P.S.A,≤100
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,≤100
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,≤100
127619873953536,Stefczyk.info,Stefczyk.info,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
1752318511650368,Akamai Poland,More Bananas,≤100
107010907929210,Praca w Allegro,Allegro,≤100
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,≤100
104873974773853,rePETujemy,Repetujemy,≤100
111123892282533,Wydawnictwo Insignis,Wydawnictwo Insignis,≤100
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,≤100
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,≤100
107280785612581,Krakowskie Centrum Edukacji Klimatycznej,Krakowskie Centrum Edukacji Klimatycznej,≤100
103822188721553,NowyŚwiat24.com.pl,FC NIKMARK Dorota Zielińska,≤100
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,≤100
1608898765820336,Vogue Polska,Vogue Polska,≤100
255204804904226,Fundacja Rozwoju Kinematografii,Fundacja Rozwoju Kinematografii,≤100
330644215221,Bankier.pl,Bankier.pl,≤100
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100
258394024199313,Centrum Mieroszewskiego,Centrum Dialogu im. Juliusza Mieroszewskiego,≤100
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100
364911490222284,Włodzimierz Czarzasty,Biuro Poselskie Włodzimierza Czarzastego,≤100
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,≤100
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100
1622704308029678,Bank Spółdzielczy w Suchej Beskidzkiej,These ads ran without a disclaimer,≤100
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,≤100
314088821178,Allegro Foundation,Allegro Foundation,≤100
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,≤100
123234977337474,Відновлення добробуту_Польша,Відновлення добробуту_Польша,≤100
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,≤100
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,≤100
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,≤100
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,≤100
990533821012595,Nierealnie,Nierealnie.pl,≤100
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,Nie daj się kupić • STOP Handlowi Ludźmi,≤100
111609621600125,Odszkodowania Represyjne 1944-1989,VESTRA,≤100
109296420615761,Synergy Consulting Group,Synergy Consulting Group,≤100
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100
1506031669615642,Małopolska Lokalnie,Fundacja Biuro Inicjatyw Społecznych,≤100
1643686859194259,Sebastian Kaleta,Sebastian Kaleta,≤100
184234908266647,EURACTIV.pl,EURACTIV.pl,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
280696342731,Ministerstwo Klimatu i Środowiska,Ministerstwo Klimatu i Środowiska,≤100
320289978035326,Poradnik Zdrowie,Poradnik Zdrowie,≤100
521216701360487,MURATOR,MURATOR,≤100
110533370636562,Jacek Osuch - Wiceminister Sportu i Turystyki,Jacek Osuch - Wiceminister Sportu i Turystyki,≤100
808911405827132,Dariusz Starzycki,Dariusz Starzycki,≤100
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,≤100
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),≤100
101830548210163,Piotr Moskała - Przewodniczący Rady Dzielnicy III Prądnik Czerwony,Piotr Moskała - Przewodniczący Rady Dzielnicy III Prądnik Czerwony,≤100
109218848183780,Marek Woźniak,UMWW,≤100
388121531771974,Enexon,Enexon,≤100
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,≤100
429223670772200,Smażymy,These ads ran without a disclaimer,≤100
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
105242644355072,Donum Corde,These ads ran without a disclaimer,≤100
578864425792499,Ośrodek Monitorowania Antypolonizmu,Fundacja Ośrodek Monitorowania Antypolonizmu,≤100
106984417340140,Lewica Płock,Lewica Płock,≤100
520782631309020,Wexx Binibuss,These ads ran without a disclaimer,≤100
109231571984405,Accelera,These ads ran without a disclaimer,≤100
621959344553367,DNA Rynków - merytorycznie o giełdach i gospodarkach,DNA Rynków,≤100
109719194540240,Fundacja Błękitna,Fundacja Błękitna,≤100
190536713845,Fundacja JiM,Fundacja JiM,≤100
2060246567399214,Drzewo Franciszka,Drzewo Franciszka,≤100
108811353007260,FestivALT,FestivALT,≤100
103443907831373,Our Future Foundation,These ads ran without a disclaimer,≤100
567066860335135,Błękitny Węgiel,Błękitny Węgiel,≤100
171404836251745,Marcin Koza Shogun,Polska Liberalna Strajk Przedsiębiorców,≤100
668616343189054,Towarzystwo na rzecz Ziemi,Towarzystwo na rzecz Ziemi,≤100
106444682767181,Znak Literanova,Znak Literanova,≤100
50063176484,TVN24,TVN,≤100
1493760307522390,CityFit,CityFit,≤100
110397612066253,Mariusz Wierny - Suwerenna Polska Kędzierzyn-Koźle,Mariusz Wierny - Suwerenna Polska Kędzierzyn-Koźle,≤100
100758976350452,,"Fundacja ""Potrafisz Polsko""",≤100
342536459089859,Beata Kempa,Grupa EKR - Beata Kempa MEP,≤100
105428171456904,BWT Polska - Best Water Technology,BWT Polska,≤100
543555309157965,Fundacja Życie i Rodzina - Polska,Fundacja Życie i Rodzina,≤100
962336330622994,Michał Gzowski,Michał Gzowski,≤100
2152832788271473,Agnieszka Kurzawa - Radna Miasta Szczecin,Agnieszka Kurzawa - Radna Miasta Szczecin,≤100
103005732799739,Kamila Maj,Kamila Maj,≤100
112070508557219,Adam Fabian,Adam Fabian,≤100
141867542519750,Murator plus,MURATOR,≤100
199877710116314,Patryk Jaki,Patryk Jaki,≤100
1479047189015939,Polski Cement,Stowarzyszenie Producentów Cementu,≤100
699761540194215,Stowarzyszenie im. Tadeusza Regera - pismo Równość,Stowarzyszenie im. Tadeusza Regera,≤100
834495839904474,Michał Cieślak,Michał Cieślak,≤100
110898338585970,Mgboardy,MGBoardy.pl,≤100
101450702962039,Paweł de Dydyński,Paweł de Dydyński,≤100
100363112049746,Dbamy o wodę,FleishmanHillard,≤100
110368408309408,Jerzy Niedźwiecki - Radny Sejmiku Województwa Opolskiego,Jerzy Niedźwiecki - Radny Sejmiku Województwa Opolskiego,≤100
108141194805720,Studium Obywatelskie im. Pawła Adamowicza,Fundacja Gdańska,≤100
222697984491947,Uniwersytet Wrocławski,These ads ran without a disclaimer,≤100
100539463843764,Klaster Innowacji Społecznych,Klaster Innowacji Społecznych,≤100
371359310400318,Janusz Kowalski,Janusz Kowalski,≤100
139229279425115,Witold Szabłowski - Notatnik Reportera,Witold Szabłowski - Notatnik Reportera,≤100
113176590222938,Paweł Kowalewski,These ads ran without a disclaimer,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,≤100
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,≤100
106474372110033,Jakub Skrężyna,Jakub Skrężyna,≤100
81885462442,Histmag.org,Histmag.org,≤100
186543124707583,ISSA Prevent Plastic Pollution,Biuro wykonawcze ISSA w Polsce,≤100
187178294672651,Muzeum Narodowe w Lublinie,Muzeum Narodowe w Lublinie,≤100
108586015068938,Zorientowani na Rodzinę,Fundacja Ogólnopolski Strajk Kobiet,≤100
106240359073519,Zdeterminowani. Ludzie wielkości.,These ads ran without a disclaimer,≤100
113356018705476,Rzeczpospolita,These ads ran without a disclaimer,≤100
1437227889827328,Fundacja Dobrych Inicjatyw,Fundacja Dobrych Inicjatyw,≤100
101263522893711,Cichowlas Polskie Warzywa,Cichowlas Polskie Warzywa,≤100
305401181544,UNICEF Poland,UNICEF Poland,≤100
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),≤100
1532010507017574,Niezależni.BB,Stowarzyszenie Niezaleźni.BB,≤100
434217760420716,Michał Zasucha,Michał Zasucha,≤100
1450927098465442,Kultura Równości,Kultura Równości,≤100
363474570925082,Jolanta Milas KP,Jolanta Milas KP,≤100
102461305793815,Jenprace.info,These ads ran without a disclaimer,≤100
358712600898007,Ogólnopolska Federacja na rzecz Rozwiązywania Problemu Bezdomności,Ogólniopolska Federacja na rzecz Rozwiązywania Problemu Bezdomności,≤100
136661699751668,Marzena Okła-Drewnowicz,Marzena Okła-Drewnowicz,≤100
102191794893729,Łukasz Kopeć,Łukasz Kopeć,≤100
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100
100528444310,Uniwersytet Mikołaja Kopernika w Toruniu,Uniwersytet Mikołaja Kopernika w Toruniu,≤100
552403594779327,Adam Snarski Burmistrz Leska,Adam Snarski Burmistrz Leska,≤100
107084778436539,Dobrynów,TDJ Estate,≤100
102297229546532,Referendum bytomskie 2023,Biuro Referendalne,≤100
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna","Katarzyna Stachowicz - samorządowiec, działaczka społeczna",≤100
603295086483883,Łukasz Schreiber - Poseł na Sejm RP,Łukasz Schreiber - Poseł na Sejm RP,≤100
157186140963158,Green Parrot,Evergreen_Group sp. z o.o. sp.k.,≤100
311766890555,Fundacja Batorego,Fundacja Batorego,≤100
107030019064533,Sebastian Oszczęda - Wójt Gminy Paszowice,Sebastian Oszczęda - Wójt Gminy Paszowice,≤100
150617698324166,Polska Fundacja im. Roberta Schumana,Polska Fundacja im. Roberta Schumana,≤100
1531246423841457,2005,These ads ran without a disclaimer,≤100
1500359650261089,Marcin Gołaszewski,Marcin Gołaszewski,≤100
696622867467853,Polska Morska,Polska Morska,≤100
105928075825104,NGO-EXPO,NGO-EXPO,≤100
110554213669517,Marcin Zarzycki • Adwokat • Doradca podatkowy,These ads ran without a disclaimer,≤100
1429158077312909,Łukasz Sęk Radny Miasta Krakowa,Łukasz Sęk Radny Miasta Krakowa,≤100
110239025687291,Credit Agricole Bank Polska,These ads ran without a disclaimer,≤100
113104733902707,Centrum Doradztwa Rewitalizacyjnego IRMiR,Instytut Rozwoju Miast i Regionów,≤100
114453729684,gazetaprawna.pl,gazetaprawna.pl,≤100
375431119170590,GRAPE - Group for Research in APplied Economics,FAME|GRAPE,≤100
514245432058229,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,Piotr Kandyba - Radny Sejmiku Województwa Mazowieckiego,≤100
373958380052811,Łukasz Rydzik,Łukasz Rydzik,≤100
106357050731361,Maciej Kopiec,Maciej Kopiec,≤100
1052302484796466,Axpo Polska,Axpo Polska,≤100
132731836864646,Freedom Publishing,Freedom Publishing Sp. z o.o.,≤100
106552182752379,Fortum Polska,Fortum Power and Heat Polska Sp. z o.o.,≤100
153679474688551,Wydawnictwo Fronda,Wydawnictwo Fronda,≤100
255100403945,Polityka,Polityka,≤100
893685610645878,Tomasz Olichwer poseł na Sejm RP,Tomasz Olichwer poseł na Sejm RP,≤100
345596022549919,Kancelaria Adwokacka Adwokat Beata Patoleta,These ads ran without a disclaimer,≤100
152434611621823,Instytut Geofizyki PAN,Semstart sp. z o. o.,≤100
243106509975711,ALL POLAND DOCUMENTS,These ads ran without a disclaimer,≤100
108351018476276,Matronat Kancelaria Prawna dla Kobiet,These ads ran without a disclaimer,≤100
117626114951734,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,≤100
117930759609640,Platforma Przemysłu Przyszłości,Fundacja Platforma Przemysłu Przyszłości,≤100
181039691931794,Instytut Grotowskiego,These ads ran without a disclaimer,≤100
103437972261356,Wioleta Tomczak,Wioleta Tomczak,≤100
1884681241647994,Anna Gembicka,Biuro Poselskie Posła Na Sejm RP Anny Gembickiej,≤100
322597487826030,Kupiec S.A.,These ads ran without a disclaimer,≤100
1771722023118604,Wydawnictwo Aktywa,Wydawnictwo Aktywa Sp. z o.o.,≤100
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,≤100
170500696298873,Parada Równości,Parada Równości,≤100
122258941156645,Nordic Walking - www.chodzezkijami.pl,These ads ran without a disclaimer,≤100
103161451444130,Energetyczny Projekt,These ads ran without a disclaimer,≤100
106038948775287,Dostępna Polska,4 REAL Sp. z o.o.,≤100
105526258999822,Maciej Marzec - profil publiczny,Maciej Marzec - profil publiczny,≤100
287198384770456,Grzegorz Matusiak - Poseł na Sejm RP,Grzegorz Matusiak - Poseł na Sejm RP,≤100
107722995707941,adampnowak,These ads ran without a disclaimer,≤100
207398195946921,Instytut Spraw Obywatelskich,Fundacja Instytut Spraw Obywatelskich,≤100
2133668426722843,Ośrodek Pomocy Osobom Pokrzywdzonym Przestępstwami,Klaster Innowacji Społecznych,≤100
263148957050997,Piękne ciało,These ads ran without a disclaimer,≤100
738774122874368,"Artur Tusiński, Burmistrz Miasta Ogrodu Podkowa Leśna","Artur Tusiński, Burmistrz Miasta Ogrodu Podkowa Leśna",≤100
946445192119512,Krajowy Sztab Ratownictwa SKSR,Społeczna Krajowa Sieć Ratunkowa,≤100
291839444209363,Polski Klub Ekologiczny Koło Miejskie w Gliwicach,"Polski Klub Ekologiczny w Krakowie, Koło Miejskie w Gliwicach",≤100
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,≤100
1423219611284965,Krótko w temacie,Krótko w temacie,≤100
107933068881045,"Civic Council, Гражданский совет",These ads ran without a disclaimer,≤100
444844953009780,NaszePomorskie,NaszePomorskie,≤100
1945355729054357,Nowapol - rewitalizacja akwenów,These ads ran without a disclaimer,≤100
285512891655753,Artur Szałabawka,Biuro Poselskie Prawo i Sprawiedliwość Artur Szałabawka,≤100
107782688814910,Ewelina Degowska - Sekretarz Powiatu Warszawskiego Zachodniego,These ads ran without a disclaimer,≤100
110648100555428,Votum Energy,These ads ran without a disclaimer,≤100
112055027022643,Legal Marine,Legal Marine - Mateusz Romowicz,≤100
109005532232676,Wojtek Jerzy Dworzynski,These ads ran without a disclaimer,≤100
1450396205268277,Łukasz Reszka - Starosta Świdnicki,Łukasz Reszka - Starosta Świdnicki,≤100
102638134457547,Magdalena Łośko - Poseł na Sejm RP,Magdalena Łośko - Poseł na Sejm RP,≤100
2109245869184175,Energynat Solutions,These ads ran without a disclaimer,≤100
113062566721422,Piotr Rzeszotarski - Radny Rady Miejskiej Sierpca,Piotr Rzeszotarski - Radny Rady Miejskiej Sierpca,≤100
362141480530123,Efektywniej,Efektywniej,≤100
104004402694800,Szymon Trojanowski,Szymon Trojanowski,≤100
108731657156411,Mariusz Gromko - Senator RP,Mariusz Gromko - Senator RP,≤100
110628809591185,Alan Wolny,Alan Wolny,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
104474278112457,Thiago Albuquerque,These ads ran without a disclaimer,≤100
113717728406078,Digital MEDIA FORUM Krynica,These ads ran without a disclaimer,≤100
107898832590939,European Commission,European Commission,≤100
101808162590329,OPSWAT Academy,These ads ran without a disclaimer,≤100
100932707927740,Stron,These ads ran without a disclaimer,≤100
107756258911534,her.techshield,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
204223673035117,MBL - Movimento Brasil Livre,These ads ran without a disclaimer,≤100
111188005041104,The world of read,These ads ran without a disclaimer,≤100
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100
101760022372875,omerfarukalpdogan,These ads ran without a disclaimer,≤100
