Page ID,Page name,Disclaimer,Amount spent (MXN)
1554649328133923,Gustavo García Bello,Gustavo García Bello,751
357392910954448,Abelina López Rodríguez,Abelina López Rodríguez,550
108995845804175,Bonafont,These ads ran without a disclaimer,491
273255793312747,EL INFORMANTE Edo Mex,EL INFORMANTE México,406
631195260345898,Partido Verde Guerrero,Partido Verde Guerrero,243
109634395756375,Save the Children México,Save the Children México,179
100557755099985,Convocatorias 2023,Convocatorias 2023,150
106865972279596,Por amor a México,Por Amor A Mexico,134
254852601222832,CEMEX México,CEMEX México,132
101301916123086,Transformarte,transformarteconlat.com,132
100295832888456,Con Claudia Si,conclaudiasi.net,123
56713285274,Greenpeace México,Greenpeace México,105
104520841303988,El Portal Champotón,El Portal Champoton,105
108819392526809,Partido Acción Nacional,Partido Acción Nacional,104
114728268088874,El más Grande va con la Mejor,El más Grande va con la Mejor,≤100
109697971929647,Paraíso Morenista,paraisomorenista.com,≤100
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,≤100
107479518820795,Corazón Guinda,corazonguinda.com,≤100
111062598459946,Equidad y liderazgo,equidadyliderazgo.com,≤100
599453256787735,Quadratín Guerrero,Juan Ricardo Diaz Castillo,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
108751525359645,Con Morena trabajamos todxs,conmorenatrabajamostodos.com,≤100
107123832200376,El Valor de Transformar,EL VALOR DE TRANSFORMAR S.A DE C.V,≤100
239726076054918,Partido del Trabajo México,Partido del Trabajo México,≤100
100261186230213,El cambio es juntxs,El Cambio es Juntos S.a de C.v,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
2011285802526787,El Soberano,El Soberano,≤100
261548570655865,Juan Angel Flores Bustamante,Juan Ángel Flores Bustamante,≤100
107634672145424,Defiendo la Transformación,Defendiendo la Transformación S.A de C.V,≤100
313613249396926,Oscar Rendón Martha,Oscar Rendón Martha,≤100
458859544909547,DICES,DICES,≤100
111300295094359,Baja Sur piel morena,BCS de piel morena,≤100
100320426220425,Colima con C de Claudia,Colima con C de Claudia S.A DE C.V,≤100
100934207930403,Conversaciones,conversacionesmx.com,≤100
140110469912857,Hola Guerrero,Hola Media Content,≤100
345995382241686,PODER 360,PODER 360,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
108075988755990,Nayaritas con la transformación,Nayaritas con la transformación,≤100
100798155895308,Percepción y Poder,Percepción y Poder,≤100
110350451915834,Taskbox Development,These ads ran without a disclaimer,≤100
316162282245753,Ovidio Peralta Suárez,Ovidio Peralta Suárez,≤100
107987827999009,Beneficios en México Independiente,Edith Martinez Orta,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
104066812502973,La raíz del cambio,LA RAÍZ DEL CAMBIO S.A DE C.V,≤100
891972650989331,Acapulco Revista,José De la Paz Pérez,≤100
1845950578802614,La hora de guerrero - Noticias,Angelica Banchez Robles,≤100
103188645496211,Progresando En Mexico,Yo Trabajo Bien,≤100
233652128065243,Goberna México,Goberna,≤100
106006482764390,Gobierno del Estado de Sinaloa,Gobierno del Estado de Sinaloa,≤100
