Page ID,Page name,Disclaimer,Amount spent (COP)
131753023639902,Alfaro Aldemar,These ads ran without a disclaimer,34503
314834029069255,Toño Rhenals,Toño Rhenals,8518
175346789490397,Peyi Paternina,Peyi Paternina,8419
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,5572
1872377683047453,Don Tamalio Achiras,Miguel Andres Gomez,4011
1147318942107929,Todos Somos Una,DEBRAIN LLC,2469
643513979193133,Unidos por Beatriz,Neuma,1592
407615769604377,Mutante,Fundación Mutante,1377
179003239458192,Jorge Humberto Rangel,Jorge Rangel,1209
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,1078
112731733833728,Familias: Ahora,These ads ran without a disclaimer,962
108875804858437,Antimilitantes,Antimilitantes,914
765302097170348,Línea Cero,Linea Cero,907
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,862
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,808
1823807254333065,Soy Más País,Soy Mas Pais,784
108645047158622,Manuel Chimá Alba Fans,Manuel Chimá Alba,648
838927469815494,Diana Diago,Diana Marcela Diago,465
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,378
1622001728047397,Harman Alcalde,Harman Alcalde,322
107202200929299,Cursos Integralis,These ads ran without a disclaimer,299
460297427472944,Corporación  Educativa Politécnico La Salle,Corporación Educativa Politécnico La Salle,284
328788654224284,JuancamiloNews,Juan Camilo Jaramillo Ospina,281
1649671688486614,Juan Carlos Muñoz Sepulveda,Juan Carlos Sepulveda Muñoz,268
1150942755027141,MMconsultor,MMconsultores,255
1314470175266037,Liderazgo politico,Mauricio Florez-Morris,237
1529335724037224,Aeropuerto del Café,INTUAL,157
110578875070860,viveelmeta.com,Vive El Meta,153
104592994602207,Felipe Robledo,Felipe Arturo Robledo Martínez,152
33735247931,Néstor Brugés,Néstor Brugés,142
835710939898329,Paulina Aguinaga,Paulina Aguinaga,129
1400280116941194,Fabian Diaz,Fabian Diaz,≤100
1557525731203026,CNC Quindío,These ads ran without a disclaimer,≤100
1715521208751997,Carlos Mario Farelo Daza,Carlos Mario Farelo Daza,≤100
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,≤100
333652197285167,Jorge Ramírez,Jorge Hernan Ramirez Barreto,≤100
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,≤100
446016199240073,SERGIO MENDOZA,Sergio Mendoza,≤100
100481338357144,Comunas de Medellin,Comunas de Medellin,≤100
1242864402475742,BC Noticias,Oscar Javiar Bayona Villada,≤100
100383352725236,Presentes,These ads ran without a disclaimer,≤100
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,≤100
110678160534214,Magde Mogollón,Magde Mogollón,≤100
319549428716940,Maria Luisa Lima,These ads ran without a disclaimer,≤100
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
415270942200578,Adam Smith Works,These ads ran without a disclaimer,≤100
789907401124930,Partido Humanista De Colombia,David Nassar Moor,≤100
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100
172802309398509,European Jewish Congress,These ads ran without a disclaimer,≤100
