Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
162926690478548,Oslobodjenje,Oslobodjenje,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
1473660889517303,Irfan Čengić,Irfan Cengic,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
147315858633088,Istinomjer,Istinomjer,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
133098676736404,Ramo Isak,DEVDOT S.D.,≤100
106460785543001,Business Ombudsman Initiative in BiH,West East Forum for Ethics and Compliance,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
102667249419191,GenChange,Arijana Trle,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
628806173978483,CAT Bosna i Hercegovina,CAT Bosna i Hercegovina,≤100
109652028193268,Revizije info,Revizije info,≤100
197596636939679,tacno.net,Tacno.net,≤100
100733242113653,Porodice 3 plus,Porodice 3 plus,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
2430163100537312,Spin Info,Spin Media,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
151296002169571,Jelena Trivic,Jelena Trivic,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
85069283164,Admir Čavalić,Admir Čavalić,≤100
847305072075506,Град Бања Лука,Град Бања Лука,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
344322995756307,Planet Smart City,These ads ran without a disclaimer,≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
124275457632741,ElectronicSpecifier,These ads ran without a disclaimer,≤100
222651158602821,Narod i Pravda Novo Sarajevo,Elvedina Vugic,≤100
119698898115100,Vedad Deljković info,Vedad Deljković,≤100
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100
263396107142816,Transparency International Bosna i Hercegovina,Transparency International in BiH,≤100
108535778792153,Evang. Akwaha,These ads ran without a disclaimer,≤100
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100
109420188426263,VIDA,These ads ran without a disclaimer,≤100
100840632692651,Înțelepciunea din Proverbele lui Solomon,These ads ran without a disclaimer,≤100
195728538050,Netokracija,These ads ran without a disclaimer,≤100
600269386793704,Instytut Pileckiego,These ads ran without a disclaimer,≤100
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
