Page ID,Page name,Disclaimer,Amount spent (BRL)
301774903545521,Brasil Paralelo,Brasil Paralelo,2403
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",1192
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,819
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,749
465235726843103,Ambev,Ambev,689
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,616
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,459
112830251033781,Tiger,GRUPO HEINEKEN,413
425215080864180,Pfizer Brasil,Pfizer,295
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,266
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,262
137389166280413,Estácio,Estácio,208
159103797542,Greenpeace Brasil,Greenpeace Brasil,205
451370971560727,Tito,Carlos Tito Marques Cordeiro,191
112021296931600,Mônica Lopes,IBPOM,175
69488070826,Fundação Abrinq,Fundação Abrinq,158
114057657982658,PSOLnasredes,Yuri Aaron Gomes Stipler,≤100
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,≤100
107575845348720,Mangueira Advocacia Previdenciária,Anderson Da Silva Mangueira,≤100
224777780881144,Visão Mundial,Visão Mundial,≤100
258088921369,TOTVS,TOTVS,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
104715505313497,TVS1.com.br,Matias Ariel Jaimes,≤100
107625143949627,Mariana Brito Soares,Mariana Brito Soares,≤100
171169022896525,Guaraná Antarctica,Ambev,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,≤100
