Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,2232
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,2060
102389958091735,Generál Pavel,Petr Pavel,1684
206273352289,ADRA CZ,"ADRA, o.p.s.",1670
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",521
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,371
120461304659141,O2 CZ,O2 Czech republic,209
120343698070515,Liberální institut,Liberální institut,185
295889117124834,Tipsport,Tipsport,180
287724754662359,HateFree Culture,HateFree Culture,179
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,171
102845669064210,Danuše Nerudová,Danuše Nerudová,145
108726857444837,České zájmy v EU,DFMG,139
1469427909957890,Reportér magazín,Reportér magazín,127
106008800769282,KHNP,Bistro Social s.r.o.,123
1432139953751418,Josef Středula,Josef Středula,108
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,102
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,101
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
374937312556,Otevřená společnost,"Otevřená společnost, o.p.s.",≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,≤100
102907672280977,Co bude dál?_________,NFSix.org,≤100
605137899592157,STIHL,"Andreas STIHL, spol. s r. o.",≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
101288484695293,Evropská soda,DFMG,≤100
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
278212515809,Kancelář Evropského parlamentu,Kancelář Evropského parlamentu v České republice,≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,≤100
202451429883,Novinky.cz,Borgis a. s.,≤100
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,≤100
578342809023884,Jsme fér,Prague Pride,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
194467420912201,Já volím děti,Já volím děti,≤100
711658465662315,XTV,XTV,≤100
