Page ID,Page name,Disclaimer,Amount spent (LBP)
394633411339696,fiftyfiftylb,FiftyFiftylb,240602
102023711572671,أساس ميديا -  Asas Media,Asas Media,135338
1438703606372190,Elham Said Freiha,Elham Said Freiha,120301
1108768849269022,B. CHEZ MOON,Asasate Development,45113
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,45113
106197498149118,لبنان الكبير,Grand Lebanon,45113
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,37895
347252006998,Nouhad Machnouk Official Page,Nouhad Machnouk Official Page,30075
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,30075
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,30075
1502687013388650,Media Factory News,Media Factory News,15038
105319651353770,Jusur,Jusur,15038
2509759842418472,LebTalks,Lebtalks,15038
164267520267912,LebanonFiles.com (Live News From Lebanon),LebanonFiles.com (Live News From Lebanon),15038
1744356319118477,هنا لبنان,هنا لبنان,10977
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,1654
1717497868504337,Truth and Moments,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
327943840921884,ONDES,ONDES,≤100
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,≤100
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,≤100
123458990728979,maharat_training_center1,These ads ran without a disclaimer,≤100
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
107800617419717,MYKA Foundation,MYKA Foundation,≤100
104745534866693,macdetailing.mtl,These ads ran without a disclaimer,≤100
110913872086671,مباراة الجاهلية الكبرى السبت ٥ آب ٢٠٢٣,These ads ran without a disclaimer,≤100
105492209263580,قناة ادعُ,These ads ran without a disclaimer,≤100
236505100490400,Follow,These ads ran without a disclaimer,≤100
