Page ID,Page name,Disclaimer,Amount spent (LBP)
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,6079
316674545036384,SKeyes Center for Media and Cultural Freedom,SK_Eyes,5911
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,3569
1744356319118477,هنا لبنان,هنا لبنان,3040
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,3040
110470091436602,Ici Beyrouth,Ici beyrouth,3039
107800617419717,MYKA Foundation,Elie M. ElHelou,1520
2509759842418472,LebTalks,Lebtalks,1520
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1520
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,1520
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,1520
643647332320553,Orient - أورينت,These ads ran without a disclaimer,414
102023711572671,أساس ميديا -  Asas Media,asasmedia,≤100
103064288692603,Le Courrier Du Cedre,Marwan Rashid,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
103329703114613,شام تايمز shamtimes.net,These ads ran without a disclaimer,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
107506298840624,Move - تحرك,هيثم محمد طالب,≤100
