Page ID,Page name,Disclaimer,Amount spent (NOK)
14095969045,Fremskrittspartiet,Fremskrittspartiet,387
110628757129572,LO Vestfold og Telemark,LO,360
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,249
111345183340,Fagforbundet,Fagforbundet,239
20468812735,LO,LO,205
10953652930,Høyre,Høyre,204
135843375926,UNICEF Norge,UNICEF Norge,194
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,188
322525743444,Get Inspired,These ads ran without a disclaimer,155
198748346812235,Drammen Venstre,Drammen Venstre,≤100
164105576971498,Sandefjord Arbeiderparti,Sandefjord Arbeiderparti,≤100
203067569732001,Fellesforbundet,Fellesforbundet,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,≤100
275389322558295,LOs sommerpatrulje,LO,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
1509543435991201,Larvik FrP,Larvik FrP,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
291638394185556,Drammen Høyre,Drammen Høyre,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
189828081044593,MS-forbundet i Norge,Ms-forbundet,≤100
157315561134237,Kongsberg Arbeiderparti,Kongsberg Arbeiderparti,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
103275892526625,Kjell Arne Hermansen - Drammen Høyre,Drammen Høyre,≤100
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
781470095268908,Skien Venstre,Skien Venstre,≤100
168850569832136,Færder Høyre,Færder Høyre,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
219212891435404,Ullensaker FrP,Ullensaker FrP,≤100
361622540537204,Skien SV,Skien SV,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
105939782037295,Altinget.no,Altinget AS,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,≤100
126448980866214,Klassekampen,Klassekampen,≤100
176175415825122,apotek.no,Apotekforeningen,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
764891286856218,Porsgrunn Arbeiderparti,Porsgrunn Arbeiderparti,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
