Page ID,Page name,Disclaimer,Amount spent (BRL)
666404146756018,Progressistas PI,Diretório Estadual do Progressistas - PI,220
505522072927016,Flávio Nogueira Júnior,Flávio Rodrigues Nogueira Júnior,169
109243215854131,Fábio Núñez Novo,Fabio Novo,128
104625758942119,Siga Antenado,Siga Antenado,125
151189004972368,Panasonic Brasil,Panasonic Brasil,113
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,111
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,111
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
198849783539777,Buscofem,Buscofem,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
555803774486872,Marcio Bittar,Marcio Miguel Bittar,≤100
102765671561443,Seu Crédito Aprovado,These ads ran without a disclaimer,≤100
333720355130,Petrobras,Petrobras,≤100
1191229370929329,Florentino Neto,Florentino Alves Veras Neto,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
465235726843103,Ambev,Ambev,≤100
522860467825617,João Mádison Nogueira,João Mádison Nogueira,≤100
152338908863109,William Dornela,William Dornela,≤100
669131069828716,Gustavo Henrique,Gustavo Henrique Leite Feijo,≤100
541089776080092,Sanofi Brasil,Thaina Souza De Campos,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
303981736949468,Jingle Vinheta,Paulo Magalhaes,≤100
1587038224698973,Renova Andes,Renova Andes,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,≤100
976751672410356,José Hélio Oliveira,Jose Helio De Carvalho Oliveira,≤100
394949217200772,Secretaria de Estado da Saúde de Santa Catarina,Secretaria de Estado da Saúde de Santa Catarina,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
115630074826485,Auxilio Brasil,These ads ran without a disclaimer,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
110210900521484,Alan Brandão,Alan Brandão,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
168865359819628,NOVO 30,Partido Novo,≤100
2031750160222530,Além da Superfície,These ads ran without a disclaimer,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
201878973201295,Republicanos10,Republicanos10,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
108015435927747,FAS - Fundação Amazônia Sustentável,Fundação Amazonia Sustentável,≤100
479451742185899,Joel Rodrigues,Joel Rodrigues da Silva,≤100
110106808143124,Siricutico,Siricutico Oficial,≤100
