Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,165531
1428873024044736,المدن - almodon,المدن - almodon‎,101802
1438703606372190,Elham Said Freiha,Elham Freiha,44776
106197498149118,لبنان الكبير,Grand Lebanon,44328
102023711572671,أساس ميديا -  Asas Media,asasmedia,43741
316674545036384,SKeyes Center for Media and Cultural Freedom,SK_Eyes,29851
110470091436602,Ici Beyrouth,Ici beyrouth,19553
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,14925
580979592072016,بوابة اللاجئين الفلسطينيين,These ads ran without a disclaimer,≤100
164472683608068,Act for the Disappeared,ACT for the Disappeared,≤100
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,≤100
109112633772887,180post,180Post,≤100
371171589575669,China.org.cn,These ads ran without a disclaimer,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
1744356319118477,هنا لبنان,هنا لبنان,≤100
100127203020362,Siyasiya,Michel Gedeon,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,≤100
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
2509759842418472,LebTalks,Lebtalks,≤100
188872144758,CCTV,These ads ran without a disclaimer,≤100
107800617419717,MYKA Foundation,Elie M. ElHelou,≤100
192450177479702,Abaad,Abaad Resource Center for Gender Equality,≤100
394633411339696,fiftyfiftylb,FiftyFiftylb,≤100
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,≤100
105319651353770,Jusur,Jusur,≤100
