Page ID,Page name,Disclaimer,Amount spent (NOK)
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,981
234659001772,Arbeiderpartiet,Arbeiderpartiet,575
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,408
110628757129572,LO Vestfold og Telemark,LO,359
322525743444,Get Inspired,These ads ran without a disclaimer,214
135843375926,UNICEF Norge,UNICEF Norge,187
275389322558295,LOs sommerpatrulje,LO,137
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
371106536283235,DAG OG TID,Dag og Tid AS,≤100
203067569732001,Fellesforbundet,Fellesforbundet,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
10953652930,Høyre,Høyre,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
110247258111750,Get Inspired Man,These ads ran without a disclaimer,≤100
60540214886,Lederne,These ads ran without a disclaimer,≤100
117726821605303,PBL,PBL,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
198748346812235,Drammen Venstre,Drammen Venstre,≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
11526489541,Senterpartiet,Senterpartiet,≤100
300587434088988,Nordkalottfolket på Sametinget,Nordkalottfolket,≤100
118470544845764,Moss SV,Moss SV,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
9814846723,Eric Edmeades,These ads ran without a disclaimer,≤100
116849158413174,Fredrikstad SV,Fredrikstad SV,≤100
20468812735,LO,LO,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,≤100
108203984145752,Kruse Larsen,Kruse Larsen,≤100
168850569832136,Færder Høyre,Færder Høyre,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
150821935075371,Porsgrunn FrP,Porsgrunn FrP,≤100
