Page ID,Page name,Disclaimer,Amount spent (DKK)
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,5478
26458152911,SOS Børnebyerne,SOS Børnebyerne,4222
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,3343
22030968736,Anima,Anima,2594
399210657232918,PlanBørnefonden,PlanBørnefonden,2526
220361474643059,Arla,Arla,2434
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,2192
65929129383,Røde Kors,Røde Kors,2171
867877683280051,Weekendavisen,Weekendavisen,1927
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1560
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1360
12787473132,Berlingske,Berlingske,1271
59143726810,Psykiatrifonden,Psykiatrifonden,1187
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,1150
125934997444897,SuperBrugsen,Coop,1085
437410226312057,Københavns Kommune,Københavns Kommune,987
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,963
116269191760882,DSB,DSB,788
748887235210811,Obton Forvaltning A/S,Obton A/S,748
105511328705392,HØRT,Børns Vilkår,624
55365680705,Greenpeace Danmark,Greenpeace Danmark,624
130388840342741,Danske Bank,Danske Bank,539
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,522
1643818125897989,Fonden Novavi,Fonden Novavi,482
110560691837684,SolCompagniet,SolCompagniet,439
133707013355759,Danner,Danner,423
102154048301476,Lederstof.dk,Lederne,389
304554445813,Videncentret Bolius,Videncentret Bolius,358
250994288337708,Sex og Samfund,Sex og Samfund,325
2047554945456852,Climaider,Climaider,266
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,261
72672361910,Børns Vilkår,Børns Vilkår,246
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,240
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,230
1437219173185225,Myhouse,CDM A/S,219
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,186
334571029981175,DM og MA studerende,DM,170
126543540781090,Ældre Sagen,Ældre Sagen,163
167891603415958,Lederne,Lederne,160
134531969945616,Folkebevægelsen mod EU,Folkebevægelsen mod EU,157
246977185497434,Plastic Change,Plastic Change,155
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,154
67571270393,Red Barnet,Red Barnet,149
1550050698545795,Artpusher,Artpusher,146
144098125661833,Nordea Invest,Nordea Invest,143
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,138
114022008656246,Danmarks Indsamling,Danmarks Indsamling,121
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,119
314676938743,DM din akademiske fagforening,DM,118
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,116
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,114
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
341299649231023,Zetland,Zetland,≤100
242916705901540,Bedre Psykiatri Ballerup/Gladsaxe Herlev/Furesø,Bedre Psykiatri Ballerup/Gladsaxe/Herlev/Furesø,≤100
36664432940,Amnesty International Danmark,Amnesty Danmark,≤100
304554445813,Videncentret Bolius,Bolius,≤100
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,≤100
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100
