Page ID,Page name,Disclaimer,Amount spent (DKK)
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,948
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,865
26458152911,SOS Børnebyerne,SOS Børnebyerne,851
12860228293,Politiken,Politiken,729
59143726810,Psykiatrifonden,Psykiatrifonden,588
65929129383,Røde Kors,Røde Kors,457
748887235210811,Obton Forvaltning A/S,Obton A/S,327
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,305
399210657232918,PlanBørnefonden,PlanBørnefonden,283
867877683280051,Weekendavisen,Weekendavisen,199
105511328705392,HØRT,Børns Vilkår,182
304554445813,Videncentret Bolius,Videncentret Bolius,179
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,172
12787473132,Berlingske,Berlingske,157
250994288337708,Sex og Samfund,Sex og Samfund,151
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,144
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,129
144098125661833,Nordea Invest,Nordea Invest,125
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,123
126543540781090,Ældre Sagen,Ældre Sagen,123
102154048301476,Lederstof.dk,Lederne,119
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,115
67571270393,Red Barnet,Red Barnet,115
161708011540,Mads Duedahl,Venstre i Nordjylland,≤100
133707013355759,Danner,Danner,≤100
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100
412665418794113,Claus Jensen,Dansk Metal,≤100
55365680705,Greenpeace Danmark,Greenpeace Danmark,≤100
130388840342741,Danske Bank,Danske Bank,≤100
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,≤100
41459763029,Socialdemokratiet,Socialdemokratiet,≤100
304554445813,Videncentret Bolius,Bolius,≤100
246977185497434,Plastic Change,Plastic Change,≤100
314676938743,DM din akademiske fagforening,DM,≤100
2047554945456852,Climaider,Climaider,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
72672361910,Børns Vilkår,Børns Vilkår,≤100
334571029981175,DM og MA studerende,DM,≤100
646746285466931,Nye Borgerlige,Nye Borgerlige,≤100
