Page ID,Page name,Disclaimer,Amount spent (ILS)
106136394376777,Idan Yakov,Rama Yarimi,478
105907482438233,שלומית שיחור רייכמן לראשות מ.א. עמק יזרעאל,שלומית שיחור רייכמן,371
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,296
104743111658191,Ron Ben Shushan,רון בן שושן,160
103907495935157,צו חירום,צו חירום,135
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,121
210968782252395,פתחון לב,פתחון לב,115
604890186681585,מור ויצמן,Mor Weitzman,103
100230935579742,מתחת לרדאר,מתחת לרדאר,≤100
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,≤100
849824028408565,תנועת אם תרצו,תנועת אם תרצו,≤100
102548956115520,תקומה 23 - להיות עם יהודי בארצנו,תורת לחימה,≤100
204780362875106,מקור ראשון,מקור ראשון,≤100
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,≤100
289430634536225,جبهة وحدة يافة الناصرة - الصفحة الرسمية,These ads ran without a disclaimer,≤100
1099335593559205,כנס החירות FreedomCon,THE OBJECTIVIST FREEDOM CENTER LTD. (CC),≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
168898066479983,עיריית עכו,עיריית עכו,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
412916482543700,שוקי אוחנה Shuki Ohana,שוקי אוחנה,≤100
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,≤100
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,Daniel Atar,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,≤100
103851895179872,אמהות לביאות,Nataly Milner,≤100
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,≤100
151429721541665,Dan Illouz -  דן אילוז,Dan Illouz -  דן אילוז,≤100
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,≤100
103069056049581,שלום ישראל אלבז- shalom israel elbaz,Shalom Elbaz,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
181934751862929,Unik Public Image,Unik,≤100
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,≤100
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
224562257709477,דניאל (דני) עטר,Daniel Atar,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
102703162781358,הדס שקד - נכונה לגלבוע,הדס שקד - נכונה לגלבוע,≤100
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,lawyers for good governance,≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
189543984502825,משה קונינסקי,משה קונינסקי,≤100
313816005938472,תנופה לעפולה - שומרים על הבית,תנופה לעפולה - שומרים על הבית,≤100
1029616787159895,יהודה דואה - הבחירה הנכונה לראשות המועצה,Yehuda Dua,≤100
114433028268482,נביו אבבה,נביו אבבה,≤100
517540671748006,"Движение ""Единство"" во главе с Дмитрием Бруком",Dmitry Bruk,≤100
114190047078119,היוזמה לצמצום הסכסוך,היוזמה לצמצום הסכסוך,≤100
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
110927093853286,رئيس مجلس عبلين المحلي : مأمون الشيخ,Mohammed Sh Ahmad,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
203379449685023,לוחמים לשלום,לוחמים לשלום,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
108815978739436,רמי יוסף - יחד ננצח,Neria Yosef,≤100
129648596702372,גלית אורי - מנהיגה חדשה לגליל העליון.,Galit Ori,≤100
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
1828669360700280,דרך שירה בנקי - shira banki's way,Shira Banki's way,≤100
115028251920872,זהבה גלאון Zehava Galon,צו חירום,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,≤100
362811203779336,ספרייה ומרכז הנצחה בקריית טבעון,ספרייה ומרכז הנצחה בקריית טבעון,≤100
182916765074767,אדם טבע ודין,אדם טבע ודין,≤100
105744449044010,Алон Азулай,Алон Азулай,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100
111208487103781,ריבונות עכשיו -Ribonut Now,ריבונות עכשיו -Ribonut Now,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,≤100
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,≤100
591727857554934,פוליטיקלי קוראת,פוליטיקלי קוראת,≤100
110974955253816,קמפיינר - ניהול מערכות בחירות מתקדמות וחכמות,אלירן נימרוד סבח,≤100
100978407934166,תנועה ישראלית,Israeli Movement,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100
160178307760913,מחזקים,מחזקים,≤100
