Page ID,Page name,Disclaimer,Amount spent (SEK)
109886133732943,RESCUE - Sverige,RESCUE - Sverige,691
643137272398136,Sverige för UNHCR,Sverige för UNHCR,596
126567104406,Hyresgästföreningen,Hyresgästföreningen,450
162985227114132,Skellefteå Kraft,Skellefteå Kraft,430
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,301
382243262003,Plan International Sverige,Plan International Sverige,301
608975645850217,Vattenfall,Vattenfall Sverige,288
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,288
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),247
59324455950,UNICEF Sverige,UNICEF Sverige,239
37267060518,Världens Barn,Världens Barn,232
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,232
186513678039755,Fortum,Fortum Sverige,220
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,182
111630258867610,Röda Korset,Röda Korset,162
314872662206,Ekonomifakta,Ekonomifakta,109
72659261793,Rädda Barnen,Rädda Barnen,108
189699774387238,"Andreas Sturesson, kommunalråd",Kristdemokraterna Jönköpings Kommun,105
95735961890,Greenpeace Sverige,Greenpeace Sverige,104
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
390479295816,Socialdemokraterna i Jönköpings län,Socialdemokraterna i Jönköpings län,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
42676805259,Diakonia,Diakonia,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,≤100
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
379686162129542,Svea Bank,Svea Ekonomi,≤100
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,≤100
24574889995,Charlie Weimers MEP,Charlie Weimers,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
116625915833782,DailySweden,Mased Media News AB,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag Sverige AB,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
163820136238,LO Sverige,Landsorganisationen i Sverige,≤100
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
273053169937029,ClimateHero,ClimateHero,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
253510692370,Arbetaren,Arbetaren,≤100
32334375453,Kattjouren,Nätverket Kattjouren,≤100
208751565805849,Stiftelsen Expo,Stiftelsen Expo,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
173745622660246,Bring Sverige,Bring Sverige,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
1531320107133721,Syre,Dagens O2 AB,≤100
314283591054,Byggnads,Byggnads,≤100
197762513603868,MÄN,MÄN,≤100
45101268520,SSU,SSU,≤100
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
399044617221,Läraren,Lärarnas tidning,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
111564248245329,Rimliga villkor,Tove Anna Dagerman,≤100
